Nama,Ulasan,Tanggal
Fifi Arifiani Sigit,"the market is very clean and well organized.
love the market.",2023-10-14
Bejo Rent Car Yogyakarta,"Pasar yg bersih dan modern...  Penjual nya ramah dan sopan""... Lebih baik lagi apabila dapat lebih komplit, bisa jadi pasar modern yang lengkap...  Sukses sll...",2023-10-14
Atik Sugiyarti,Pasar modern di area Jogja bagian Selatan,2023-10-14
Nuansa Falsafia,"Tempatnya nyaman sekali,",2023-10-14
Tri Harimawan,bersih dan nyaman,2023-10-14
Tokowok Chanel,didekat situ ada sempol ayam enak.  recomended  😍 …,2023-10-14
Oki Wahyu,Pasar tradisional tapi fasilitas modern,2023-10-14
Bintange Adhine Adhi,Kereen,2023-10-14
gloria ulibasa simanjuntak,"banyak varian lauk sayur mayur buah²an rempah², dan juga menyediakan bayar menggunakan qris. tapi sayangnya tidak semua penjual menggunakannya, mereka hanya mencantumkan nya saja",2023-10-14
Neng Puspa,Bersih. Suka transformasinya. Menghilang kan kesan kumuh pasar tradisional,2023-10-14
Ucup supiana,Pasarnya tertata rapih...bersih dan komplit pilihannya,2023-10-14
Hani,Pasar modern..,2023-10-14
Agus Riyanto,Bersih nyaman buat Belanja,2023-10-14
Ferry Chillichompa,"Bersih pasarnya, mau cari apa2 juga gampang soalnya sudah ada spotnya masing2. Joss pokoke",2023-10-14
yunita rina,Tempat perbelanjaan yg nyaman bersih kompliy,2023-10-14
Danang Arryo Dempo Wiguno,"Pasar traditional yg sudah modern..ad basement dan ad rooftop.. di rooftopnya ad cafe kopi.. cuman yaaa namanya pasar...wlipun modern, tetep sih pas kesana banyak freeman freeman sangar2 😁😁 …",2023-10-14
Bambang Erfanto,"Dari luar terlihat biasa saja namun ketika masuk ke dalam kondisinya tertata rapi dan bersih tidak tampak seperti pasar tradisional pada umumnya . Tiap lantai berbeda barang yang dijualnya, ada sayuran dan bumbu dapur di lantai bawah serta …",2023-10-14
Nadya arum,Jadi suka ke pasar kalau pasar nya kaya gini. Bersih dan murah. Aman kalau bawa anak. Semoga dilancarkan rezeki nya untuk seluruh pedagang di pasar prawirotaman dan sekitarnya.,2023-10-14
ochy rose,"nganter suami kerja.. sambil nganter anak main
main eksklarator.. sini agak sepi.. jadi enak",2023-10-14
May Ha,"Pasarnya SNI tapi kebersihannya tidak SNI di lantai 3 kotor, terus kayaknya itu ada bekas air hujan tamu kayaknya masuk Becak itu pengunjung bisa jatuh tapi pas di ujung tadi itu nggak ada pengunjung sih sepi cuman bingung juga aku kalau …",2023-10-14
harun alrasyid,Lengkap dan murah. Cocok untuk kulakan  tapi klo beli dalam jumlah banyak harus pesan dulu.,2023-10-14
Yon Cahyadi,Like common traditional market in yogya..,2023-10-14
padma kaloka,Traditional wet market with new building,2023-10-14
Dhedhe Sri Mursyidah,Pasar tradisional jaman aku kecil suka belanja di sini sekarang sudah di rehab jadi pasar bersih yang modern. Loved it!❤️,2023-10-14
Priyanto Suzuki,"Bagi org biasa dg kebutuhan belanja harian terasa sangat formil, krn harus naik turun tangga utk mendapatkan apa yg di cari... Kl suasana pasar bagus,  sangat tertata dam kondisinya bersih...",2023-10-14
Budi Mulya,"Pasarnya bersih,  pedagangnya belum full,  masih banyak yg kosong",2023-10-14
septi yuwana,"Pasar yang ada tempat untuk seminarnya di lantai atas, plus cafe..

Semua kebutuhan ada di sini. Ada eskalator dan lift untuk pengunjung, area parkir luas.",2023-10-14
Erly Sudarmi (earlysoed),"Bersih, rapi, ada travelatornya jadi nggak capek naik tangga",2023-10-14
Teguh Surya Prahepta,"cari jajanan pasar disini, tempatnya bersih rapi dan parkiran luas. ada eskalator dan lift juga, jadi kesan pasar kotor dan bau tersingkirkan..",2023-10-14
shanusi jogja,sekarang lebih bersih,2023-10-14
gilang ramadhan,"berada di jalan paragtristis, bangunan 3 lantai yang belum lama di renovasi jadi lebih tertata, bersih dan nyaman",2023-10-14
Emi Xinanti,Bersih,2023-10-14
Mada 26,"Pasarnya bersiiiihhh bangetttt, lengkap dan nyaman untuk kelas pasar tradisional tapi malah kaya mall",2023-10-14
Gioveny Permana,Pasar tradisional yg bersih untuk berbelanja sayur mayur segar dan lauk pauk. Ada juga buah-buahan dan jajanan. Banyak pilihan sarapan di sekitar pasar,2023-10-14
Ngizudin Alfi,Dolan,2023-10-14
aris surjiantoro,"Setelah dibagun jadi nyaman banget saat berbelanja disini,fasilitas lengkap,ada lift,eskalator,toilet dll",2023-10-14
Martini Tini,Karena ada bakmi pentil,2023-10-14
Aku Zkai,Good,2023-10-14
Awary Shop,Pasar nya bersih dan teratur,2023-10-14
Sri Rahayu 89,Bgus bersih lagi,2023-10-14
anime tanjiro,Bersih bagus,2023-10-14
Khoty Bae,Temptnya nyaman hrganya bersahbat bgt sma kantong,2023-10-14
Sumaryaticilik Cilik,Psr tradisional,2023-10-14
Rivan Setyawardana,"Cocok untuk mencari sarapan, kalau menginap di sekitaran Prawirotaman, Tirtodipuran.",2023-10-14
Sibuk Sendiri,Tempat yang bagus buat belanja kebutuhan dapur,2023-10-14
Sanivah Ivah,"Menurut sy bgus sbgei psar tradisional yg pling modern cm sayangnya jm jualan nya gak nyampe sore cm mpe jm A12 siang,, klu menrrut sy harusnya jm jualannya itu ditmbh mpe jm 5,, sore tau,, gmna lah supaya pembeli mkin bnyk bgitu aja ulasan sy sbgei pembli",2023-10-14
Cahya Apriana,"ternyata ada ruang wahh di pasar prawirotaman

recomended... ada foodcourt nya juga 👍 …",2023-10-14
Kls,"Modern, bersih, murah",2023-10-14
Anis Elfiki,Suka kalo belanja disini soale bersih,2023-10-14
Putri Dwi Lestari,Tertata dg rapi. Bersih,2023-10-14
Supardi Ntl,"Tempatnya rapi, bersih dan harga terangkau.",2023-10-14
Aries Prap,"Rapi, bersih...
Semoga tetap terjaga.. .",2023-10-14
nugroho dwi artanto,Keren,2023-10-14
Sasti Ira Maharani,Pasarnya keren ada travelatornya 👍🏼🥰 …,2023-10-14
Haruhi Takahashi,"Pasar gedung baru yg nyaman u belanja one stop lengkap parkir bawah luas, naik trun tinggal pake eskalator. belanja banyak pinjam 🛒 cart ada 😉 …",2023-10-14
Triana W,"Pasar tradisional yg sdh di renov jadi pasar modern. Lebih tertata, bersih, ada eskalator jg biar gk capek naik turun",2023-10-14
Eko Budi Sulistyo,Pasar modern,2023-10-14
ali risna,Pasar tradisional tapi pasilitas tidak kalah dengan mall. Setiap hari belanja ke sini.,2023-10-14
Widyastuti Rinenggo,"Pasar modern, ada eskalator, lift",2023-10-14
Zaki Zukri vlog sepeda,Pasar tradisional fasilitas mall,2023-10-14
Kedai BeBeQi,Tempatnya asik,2022-10-14
Wening Syahareni,"Nyaman banget pasarnya. Bersih. Mau cari apa aja gampang
Ada eskalator ada lift. Ada troli nya. Pokoknya nyaman deh lama² belanja disini.",2022-10-14
Ratna Ningsih,menyenangkan,2022-10-14
Ayu Syahidah,"tempat luas,",2022-10-14
Widea Wiraspati,bagus bersih,2022-10-14
Stayevent Prawira,Salah satu pasar tradisional paling modern yang pernah saya kunjungi dengan fasilitas yang lengkap,2022-10-14
aji s,Pasar dengan nuansa moderen di rooftop ada hal yg kekinian,2022-10-14
Kintoko Edy,"Lumayan bersih, nyaman",2022-10-14
Umar Tariq,"bersih nyaman lengkap, tapiii agak sepi sekarang kasian penjual""nya",2022-10-14
benny ariono,Guuts..,2022-10-14
Unggul Jatikusumo,Bersih & komplit,2022-10-14
Herbanu Setiawan,Alhamdulillah bersih dan nyaman,2022-10-14
Service Ac,"Lebih bagus, tp merindukan suasana yg dulu",2022-10-14
Eta Nur Alifah,"Pasar tradisional rasa modern.
Parkir di baseman...
Naik pake lift.. …",2022-10-14
Gatot Jabarudin (GTcom),Lumayan Bagus,2022-10-14
Hendar Wadanil,Pas untuk suasana hati..pas harga jajanan ..,2022-10-14
STMGY Transport Yogyakarta,"Pusat kota Yogya berbagai macam kuliner.
Bisakah memberikan saya sponsor handphone terbaru atau mobil buat saya ngojek ? Yessaa",2022-10-14
Tiono Tio,Oke,2022-10-14
Faidatul Khusna (Khusna),Pasar 3 lantai dg eskalator,2022-10-14
Sulistyo Budiraharjo,"Temapatnya bersih dan tertata rapi, terdapat eskalator dan lif ,tempat parkir yang luwas nyaman kalo mau belanja di sini.",2022-10-14
Dwi 002,"Bersih, nyaman 👍👍👍 …",2022-10-14
Nik Sub,Pasar tradisionil terbagus ternyaman di Kota Jogya ...silakan mampir,2022-10-14
Ninik Hartini,Sering g kebagian troli buat belanja,2022-10-14
Lukas Priyambodo,Nice,2022-10-14
Ahmad Subhan Yazid,"Pasar terbaik yang pernah ada, akses ke lantai atas pakai tangga berjalan",2022-10-14
Lucky Prasanti,Clean traditional Market. Good price.,2022-10-14
Bimo Suryojati,Baik enak asik,2022-10-14
Ami Triono PPM,Pasar tradisional yg terbersih dan termodern yang saya temui selama ini ... Serasa di mall ( ada eskalator dan liftnya) MB,2022-10-14
Sangga Purwadita,Ayo blanja dsini..fadilitas lumayan untuk pasar tradisional,2022-10-14
henno jls,Ke sini pas sore dan ada roof topnya. Bisa lihat sunset dan pesen makanan. Enggak rame jd bisa santai,2022-10-14
murti Uti,"Tempatnya bersih, ada eskalator dan lift, ada rooftop dan studio rekaman",2022-10-14
Erin Setyowati,"Pedagang nya ramah2, kesini beberapa kali karena sarapan soto sapi yg kiosnya ada dipinggir pasar👍👍 …",2022-10-14
Sherly Talk,Kalau malam sepi sekali,2022-10-14
"ECO.J, Ecoprint Jogja","Pasar favorit terdekat dan tergemoy. Di lantai 4 ada untuk healing, coba ke atas pas sunset, wis dah berasa di puncak gunung Merapi. Terus di lantai 4 ada banyak ruangan yang mendukung UMKMnya loh. Pengen gaya rapat ama tim, bisa sewa …",2022-10-14
Sara RoBin,"Pasar tradisional di kawasan Jogja selatan yg oke bgt 👍👍 luas,rapi,bersih & ada eskalator nya. Barang2 yg dijual disana jg lengkap 👍👍 …",2022-10-14
Maya Dayu Murti,"Mall ku yang baru.
Xixixixi pasar tradisional bernuansa modern. …",2022-10-14
Khumaidatin Manan,"Pasarnya bersih, buah n sayurnya segar²...n banyak jajanan tradisional.. recommend",2022-10-14
free erfri,Pasar tradisional yang rapih dan bersih,2022-10-14
Heart Ono,Bersih,2022-10-14
Riva Rudityo,"traditional Yang modern.

sukak banget!!!",2022-10-14
Alberikus Victorian,Sudah bertransformasi menjadi modern,2022-10-14
Supriyati Frans,"Pasar tradisional yg bersih dan tertata rapih , tidak becek dan tidak susah mendapatkan yg di cari",2022-10-14
Kang Galih,Pasar dengan konsep yg bagus. Mirip supermarket,2022-10-14
Adhy Arma,Walking walking,2022-10-14
Dewita Astria,"Pasar yang baru sudah seperti mall. Bersih, nyaman, tidak berkerumun seperti di pasar pada umumnya karena bangunan baru yg lebih besar dan leluasa. Hanya saja suka lebih capek karena harus naik ke lt 2 dan 3 hehehe",2022-10-14
Nur Kholifah sadiyah,"Bersih, kece pokoknya wkwk...",2022-10-14
Luna House Yogyakarta,Modern traditional market.,2022-10-14
fajar hidayah,pasar modern yg nyaman dijogja,2022-10-14
Budi Arsyi,Sepi... Jam 16.00,2022-10-14
Hatif Aufar,toilet laki-laki lantai 3nya bagus banget. lebih bagus dr bbrp mall dan bioskop yg sy tau,2022-10-14
Edu van bruno,Bagus sekali fasilitas fisik yg disediakan. Tinggal ditambah promo dan online sale.,2022-10-14
Holmes John H Sitompul,Mantap bersih dan nyaman,2022-10-14
depri yulianto,rapi dan tertata rapi,2022-10-14
pakdhe buchang,Ada warung makan yg mantappp...,2022-10-14
yuli setya,"Kalau mau cari belanjaan untuk masak dan jajanan pasar dengan harga miring bisa ke sini
Tempatnya juga bersih dan bisa bayar pakai qris atau e-wallet",2022-10-14
Agustinus Irwan Kurnia,Pasar tradisional yg dekat dengan kampung turisnya Krn banyak penginapan atau hotel dengan tamu turis.manca negaranya....,2022-10-14
Sany Wdy,Bagus,2022-10-14
Mas Bro,"Alhamdulillah, kami temukan tempat yang nyaman buat belanja. Silahkan buktikan sendiri jika Anda penasaran. …",2022-10-14
R Lela Nurlela,bersih dan komplit  dagangannya,2022-10-14
Veel Plezier Tour,"Pasar tradisional konsep modern
Trus gimana? …",2022-10-14
Sigit Martin,Bersih dan nyaman,2022-10-14
Santoso Biz,Bersih &asri.....,2022-10-14
Babut Ning,pasar ternyaman tradisional bergaya modern,2022-10-14
risma wati,Kereeennn bangett...,2022-10-14
Dwi Astuti,"Nyari daster batik disini tempatnya, banyak model dan bisa nawar 😀 …",2022-10-14
Ana Sofiana,pasar yang super bersih dan rapi 🤩 …,2022-10-14
Arya Wirarachman,"Pasar tradisional yang bersih dan di lantai 3 terdapat berbagai kegiatan ekonomi kreatif, antara lain persewaan kantor, studio musik dan rekaman, studio podcast, taman bermain anak, mushola, taman kuliner, hingga studio fotografi",2022-10-14
suryanti destry,"Tempat yg nyaman untuk berbelanja, dan para penjual sdh di tata sesuai dg  item jualan nya, jadi mudah untuk mencari nya",2022-10-14
Zha Muck,Oke,2022-10-14
Barkah Azhari,Jalan depan pasar bikin kangen.,2022-10-14
Pujianto (Anto),Pasar tradisional nuansa modern,2022-10-14
Sulhan Prabowo (Bowie),Rame buangett... lengkap juga,2022-10-14
victor stoner,Klo mau trx bpd enakan dsini,2022-10-14
aristiadi “aris devilz” yuwono,Pasar modern dan bersih,2022-10-14
Tri Haryani,"Bersih, lengkap dan nyaman",2022-10-14
Isdwi Rahmarto,Salah satu pasar tradisional di kota Jogja yang telah mengalami revitalisasi menjadi lebih baik..Pasar yang sekarang telah menjadi lebih bersih dan tertata rapi.. …,2022-10-14
khoirod surijal,.ayam kampung dan ufangnya bagus bagus,2022-10-14
Ananda Galih,Mantap pol sukses selalu,2022-10-14
Shallom Saputri,"Bagus, bersih",2022-10-14
Anton,"Pasar tradisional yg sdh modern, lengkap dan tertata rapi, tempat jualan yg sdh dikelompokkan yg sejenis,jd ga bingung cari2 apa yg akan kita beli,ada jg eskalator nya sehingga membantu pembeli biar ga capek naik turun 3 lantai",2022-10-14
edie evil,Tempatnya bersih,2022-10-14
Arichi Reyji,"Lantai 1,2 sama 3 klo malem serem wkwk",2022-10-14
xworkshop jogja,pasar modern gedung baru. rapi tertata,2022-10-14
Anna Widuri,"Pasar yang sudah diperbaharui dari pasar murni tradisional.
Pengunjung dapat naik ke lantai dua dan tiga dengan eskalator.
Masing-masing lantai memiliki spesifikasi yang dijual. …",2022-10-14
Denmasz Jacha,Pasar jd lbh rapi,2022-10-14
kauthaitea yogya,Sudah ganteng sekarang pasarnya..,2022-10-14
PAPO Channel,"Pasarnya bagsu, bersih dan tertata",2022-10-14
Yasin Cahya K,Belum begitu ramai,2022-10-14
shella aldila Sandy,"Pasar Prawirotaman dengan wajah baru ..
lebih bersih, ada eskalatornya .. lift jg ada untuk ke rooftop ..
ada 4lantai ya disini .. …",2022-10-14
Rul Qoirul,Lebih bersih. Tertata. Pedagang sangat ramah2. Bisa bayar melalui Qris. Mantap,2022-10-14
Danis Melati,"Sangat menyenangkan belanja di pasar prawirotaman. Tempatnya bersih, pasar tradisional tapi seperti pasar modern. Tersedia lift dan eskalator, no pegel pegel naik turun tangga. Penjualnya dipisahkan berdasarkan kategori apa yg dijual, …",2022-10-14
Istiqomah,Bagus👍👍 …,2022-10-14
Eko Pamuji Budiraharjo,Rapi dan penjualnya ramah ramah,2022-10-14
G A P,"Pasarnya udh modern, bagus, bersih, rapi. Skrg juga ada area rooftop yg asik untuk nongki.",2022-10-14
Kardi Pak,"Susah bagi pengendara
pengantar belanja  utk parkir tunggu
Kanan kiri depan tkng parkir semua",2022-10-14
retno kusuma,"Pakai lift, saya kesana sore hari buat makan di foodcourt nya yang ada di rooftop",2022-10-14
Muhammad Dinu Imansyah,"Not all groceries can we get here, but overall it's okay",2022-10-14
miftah ita,"Tempat lopis dan telo areh favorit ku jadi g ada, dmn ya?",2022-10-14
Bembi Faruq Alvaro,Pasar tradisonal konsep modern,2022-10-14
Bengkel las SABRINA STEEL JOGJA,Nganter istri shooping disini,2022-10-14
Sulhansyah Jibran,Bersih dan lengkap.,2022-10-14
falla putrama,Pasar Prawirotaman Yogyakarta adalah pasar tradisional yang sekarang sudah direhab oleh Pemkot Yogyakarta menjadi sebuah Pasar Modern. Tidak perlu capek naik tangga karena disediakan lift di dalam pasar 😁 …,2022-10-14
Nur rohmah Zulaikha,"﷽
nyaman",2022-10-14
Fajar Armantya,Resik cuy udh ga berasa pasar tradisional lagi... Bener2 bersih,2022-10-14
Jovani Sherly,"Bagus rapi dan nyaman
Ada lif ,eskalator dan tangga juga",2022-10-14
Adi Nurmeka,Nyaman dan aman,2022-10-14
Iswanto Wiro Sukarno,"It's nothing here. Katanya tempat kulinernya seru, tapi ternyata KOSONG MELOMPONG....Sayang, fasilitas Bagus Bagus ngga dimakaimalkan",2022-10-14
Cahyo Kumolo,Lengkap dan tertata rapi,2022-10-14
anita dewi fatimah,Lengkap,2022-10-14
Java Rainbow Jogja,"Pasar tradisional yang moderen
Bersih, tertata rapih, parkir atas bawah ok",2022-10-14
Ar Rasyid Fajar N,"Pasar tradisional modern, jangan lupa mampir ke lantai 4 ada rooftopnya yang cozy banget..",2022-10-14
Mohammed Azmi Qodliya'M.I,"Lumayan bersih dan tertata, cuma kadang ekskalatornya kadang mati",2022-10-14
Sang Ardjuna,Good.. Clean.. Modern.. Than otherTraditional Market @Jogja,2022-10-14
pramudya adi nugroho,Bersih,2022-10-14
Yuli Ati,Tempatnya bersih dan tukang parkirnya juga ramah yang sebelah utara pasar ☺️,2022-10-14
Agung Nuur R,Tertata rapi,2022-10-14
Supiyo Supiyo,"Pasar kayak moll naik turun pake lif sama eskalator, ok banget, parkir dibasement",2022-10-14
Yayuk Ponti,"Lebih nyaman saat belanja, tempat nya bersih",2022-10-14
Amalia Dhita,Tempatnya bersih..klau musim ujan gini jd gk becek²an,2022-10-14
Bii Pebii,Tempat masih kategori terawat. Hanya sayang saat kesana banyak tenant yang tidak buka.,2022-10-14
Dyah Wanita,Pasar tradisional yg modern,2022-10-14
Griya rias Surya indah,Bersih dan Nyaman,2022-10-14
Suhan Hasahudin Pathuk,"Sudah modern walau tetep harga pasar.
Eskalator. Penerangan yang cukup. Petunjuk jalan dalam pasar. Jajanan, daging,dan sayuran terpisah jadi nyaman",2022-10-14
Willem Sunarno,"Pasar Traditional modhern
Pasar bersih , tertata rapi,",2022-10-14
Wiyarto Toto,"Pasar masih baru sangat nyaman, tertata rapi, pedagang dikelompokan berdasarkan jenis dagangan, saat ini masoh cukup bersih cuma ada beberapa pedakang menaruh dagangan di lantai untuk akses jalan tidak terlalu mengganggu tapi tetap harus …",2022-10-14
Imron Arifin,Tempat parkir nyaman dan sejuk. Buat tempat kowkow enak banget,2022-10-14
yan rifai,"Bersih, belum terlalu ramai",2022-10-14
Rahmad Prasetyo,"Pelayanan ramah sekali , terima kasih",2022-10-14
Yudha Andreas,Lumayan komplit pasarnya,2022-10-14
muhammad iqbal,Nyaman bersih,2022-10-14
Naomi Hana,"Luas, nyaman, lengkap, bersih, mantap",2022-10-14
Nursidi 914,Nyaman dan lengkap,2022-10-14
Quenza Latifa,"Bersih pasarnya, harga nya jg murah2... Suka saya belanja disini.",2022-10-14
pamakeza,"Pasar tradisional gaya modern.
Ada lift, eskalator, lengkap, lumayan bersih.
Ada mie pentil, sebungkus 2rb... murah meriah dan enak",2022-10-14
Raden Divito Rangga Nri Adzani Wijaya,"Pasar nya bersih, ada liftnya untuk yang malas menaiki eskalator",2022-10-14
Yayuk Mgr,bersih.. tertata rapi.. goodluck,2022-10-14
tyas cahyani,"Lebih suka pasar yang dulu.. memang sekarang lebih bersih dan rapi, tapi bagi lansia yang takut naik eskalator atau lift jadi susah untuk belanja disana sedangkan sayur, buah dan bumbu ada di lantai atas. Tersedia troli tapi harus hati-hati saat turun dengan eskalator harus benar2 dipegang..",2022-10-14
om sinchan,"bagus, rame lantai bawah, tapi lantai 2 & 3 sepi, kasihan pedagangnya 🥲 …",2022-10-14
Mama Aya,pasar tradisional yg ada eskalatornya,2022-10-14
Rani Widowati,"Bersih, enak, nyaman",2022-10-14
Nachika Family,Belanja dipasar tradisional dan konsep dan fasilitas modern,2022-10-14
Heru Supraptono,Bagus bersih keren,2022-10-14
Yani Tri Ali,Bersih bgt pasarnya,2022-10-14
Icka Linaputri,Pasar tradisional yg mewah 😁 …,2022-10-14
Arry Adiatma,Pasarnya baru dan bersih,2022-10-14
Yuli Yuliawati,Bagus & bersih,2022-10-14
dwisna angga,paling suka sama soto pak irin,2022-10-14
Nia Ni,"Pasar tradisional yang modern, bersih dan nyaman karena tertata dengan baik 👍👍 …",2022-10-14
danardono harimurti,"Bintang 4 dulu, krn saya kesana sore-malam. Jadi yg saya kunjungi bukan pasarnya, melainkan rooftop nya.
Namun, bayangan saya tentang pasar begitu melihat pasar prawirotaman langsung …",2022-10-14
Muhammad Mukhlis,"Indah, tapi jalan terlalu sempit",2022-10-14
Devihan 16,"Wow ini sih keren, lift dan escalator ada semua. Petunjukknya juga jelas. Pasar tradisional yg keren abis",2022-10-14
Bunda Aty,"Jd pasar modern sih yaa, sebab stlh di renov jd bagus..tp gk ngilangin identitas ada patung prawira disamping pasar.",2022-10-14
Galih Fajar Antasari,"Wah pasar tradisional ini lokasinya ga jauh dari Keraton Yogyakarta. Pasarnya rame, ngejualin kebutuhan pokok. Kadang sering ada event yang menarik, biasanya semacam festival gitu. Pasarnya bersih, dan ga kumuh. Pasarnya mulai rame setelah …",2022-10-14
Freddy Ismawan,mantab..!!,2022-10-14
Ismail Fahmi,Best lopis 👍👍😀 …,2022-10-14
Yuli PRahayu,bersih keren,2022-10-14
ma Nusantara,neraih pasarnya,2022-10-14
anton eko,Bersih modern,2022-10-14
Ani Wulandari,Ok,2022-10-14
Arief Rahman,Pasar tradisional yang dikemas bangunan modern,2022-10-14
Populer Official,"Pasar tradisional seperti pasar modern.
Dilengkapi escalator
Tempat parkir di bawah",2022-10-14
Mei Surya,Pasar berasa mall 👍👍 …,2022-10-14
Alir Alir,Roof top nya asik pasar bersih.,2022-10-14
Ari Wibowo,"pasar traditional yg sdh modern,pngunjung tdk capek",2022-10-14
Johnny Yuliyah,👍👍 City Grill …,2022-10-14
Loro Wahyuni,"Pasar tradisional berasa mall
Bersih dan nyaman belanja kesini👍👍 …",2022-10-14
Iriene Saptowaty,Love,2022-10-14
Isna Wan,Menjadi bersih luas dan modern. Semoga kebersihannya selalu terjaga.,2022-10-14
Doni Algazi,Bersih,2022-10-14
Wening,"Tempatnya dah modern, bersih.",2022-10-14
Kholilink Nagari,"Tolong diperbanyak troli. Lantainya dipel dong, biar kayak di mall gitu. Terima kasih",2022-10-14
Kurnia Mustiarti,Pasar yg rapi,2022-10-14
Yanto Part,𝘿𝙞 𝙗𝙚𝙨𝙩𝙢𝙚𝙣 𝙥𝙖𝙨𝙖𝙧 𝙣𝙚𝙢𝙪 𝙗𝙖𝙠𝙪𝙡 𝙟𝙖𝙢𝙪 𝙙𝙚𝙝 𝙗𝙖𝙣𝙜 𝙍𝙤𝙢𝙖..... 𝘼𝙣𝙜𝙠𝙪𝙪𝙪𝙪𝙪𝙪𝙪𝙪𝙩𝙩𝙩𝙩𝙩...... …,2022-10-14
Felixa Puryastiwi,"Pasarnya bersih di design seperti mall dilengkapi eskalator dan elevator, di atas juga bisa untuk nongkrong krn ada beberapa cafe disana",2022-10-14
cah bumiayu,Lengkap,2022-10-14
Nadia Dewiningsih,ENAK TOP MARKOTOP 👍 …,2022-10-14
Tri Dary,"Luas, nyaman, semua ada disana",2022-10-14
Nyoman Pradnya putra,Menambah wawasan,2022-10-14
Mama Al Fath,Seru belanja di sini,2022-10-14
Alyaa Budairi,"Pasar modern, bersih dan ada fasilitas ekskalator dan lift. Lumayan lengkap. Salut sama dinas perdagangan jogja, bikin pasar yg aman dan nyaman untuk pembeli dan penjual.",2022-10-14
Ericha aga,Bersih nyaman dan penjualnya ramah,2022-10-14
Taqien,"Suka sekali dengan penataan pasarnya, bersih, ada lift dan tangga berjalannya. Bagian rooftop ada foodcourtnya dengan pemandangan kota yogyakarta.",2022-10-14
Larasati Larasras,Mahal dan gk sesuai promosi,2022-10-14
Ramelan Subagyo,"Sayang, masih banyak kios kosong di lantai atas.",2022-10-14
lutfi pasha (choirul),hiace kace  punya,2022-10-14
Ady Gunawan,Sebenarnya enak nyaman cuma foodcurt kurang banyak yg jual karena blm byk yg tau,2022-10-14
Herni Ariastuti,Enjoyy bgt,2022-10-14
Norma Julia,"Pasarnya bagus, rapi, bersih.",2022-10-14
Prasti Subekti,Langganan,2022-10-14
Alfita Dewi,👍🏼 …,2022-10-14
muhammad mulawarmansyah,"Rapi, aman",2022-10-14
Gege Arianto,Pasarnya jadi kurang seru. Gak kaya pasar tradisional before,2022-10-14
Cah Duden,"Sangat indah dan pelayananya rama""",2022-10-14
pakde valent,Tempatnya bersih...,2022-10-14
Solikhatun fuadah,Bersih dan lengkap,2021-10-14
Amelda Parizmi,Bagus. Tertata dgn rapi.,2021-10-14
dony sanjaya,Pasarnya bersih ... jd senang & nyaman klo k pasar,2021-10-14
Lila Yuliawati,"Bersih,disedian trolly,ada eskalator",2021-10-14
Jati Kurniawan,pasarnya modern.. bersih nyaman✔️,2021-10-14
yohana maria,Bangunan Baru,2021-10-14
Bayu Aji,1ok,2021-10-14
Fifi Loe,Bersih dan rapi juga murah2.,2021-10-14
Jelan Lan,Tempat penjualan kebutuhan sehari hari.suasana cukup ramai.lapaknya tertata rapi dan bersih.ada lantai berjalan utk menuju lantai 1 s.d 3.,2021-10-14
Anis Nis,Pasar modern,2021-10-14
Giacinta Risti,"Pasar bersih dan rapi.. Ada yg jual aneka getuk dan lopis di area luar pasar. Enak, sebungkus 5 ribu",2021-10-14
Nafisah Zana niswah,Pasar tradisional berasa swalayan pasar modern,2021-10-14
Mahesa Fitra,Pasar yg berada dijln parangtritis,2021-10-14
Arman Setya Budi,Pasar tradisional tapi modern,2021-10-14
Erlin Dwi Kusumawati,"Nyenengin bgt tempatnya.. Sayang kena imbas pandemi jd hny bbrp makanan yg buka. Itupun menu ga lengkap. Kaya pesan steak moen2, cuma ada chicken steak sama minumnya orange.. Daaah itu took g ada yg lain meskipun cuma es teh atau mineral.. Wkwkw.. Yaa sudah pemakluman",2021-10-14
Heru Setiawan,Pasarnya bersih dan menyediakan segala kebutuhan belanja ala pasar tradisional.,2021-10-14
Kang Gareng,Bersih kok.. Beneeerrrrr,2021-10-14
Eriani Sormin,Komplit dan murah..yg perlu diperhatikan kebersihan dan ketertiban pedagang unt tdk meletakkan dagangan diluar batas wilayah lapaknya.,2021-10-14
pandawa muda,"Lapak tertata rapi,,,bagus",2021-10-14
Silvia Diana,bersih rapi,2021-10-14
Raras Wilis,"Ga capek2 lagi nyampe lantai atas,,soalnya udah ada lift nya jg..nyaman parkiran dibesment aman pokoknya",2021-10-14
Elisa Nurnawati,Pasar modern...,2021-10-14
Hariani Ningsih,"seperti  pasar orooro dowo malang...
tapi lebih besar pasar prawirotaman
tempatnya sangat...bersih",2021-10-14
Reynand Arzaqi,Pasarnya bersih.. penjaganya ramah.. jd kalo gak tau mau kelantai brp bisa tanya.. ada cctvnya jadi insyaallah aman.. suka seh gak capek naik tangga.. ada lift..,2021-10-14
Indri Mutiara,Pasar tradisional yg dibangun modern,2021-10-14
Candra Dewa Setyawan,Mantapp,2021-10-14
Ika Nurul Qamari,Pasar tradisional yg modern,2021-10-14
Keyla Anatasya,Ok 👍👍👍👍 …,2021-10-14
Septyan Ezha Gilang Pratama,Mengesankan,2021-10-14
Maulana Hasan,"Pasar tradisional rasa supermarket. Tapi ya, namanya juga pasar tradisional, masih ada suasana khasnya.",2021-10-14
