Nama,Ulasan,Tanggal
Anggie pusvitha,"Kemarin sore pas kesini udh banyak yg tutup sih,semuanya rata2 jualan batik yah,karna sepanjang masuk tukang batik semua walhasil keluar lagi dr,tp ini pasarnya gak becek kok tenang aja,monggo buat temen2 yg mau cari batik banyak di obral 35rb 3pcs 100 hihihi",2020-10-14
Vennie Puspita,Yg mau nyari batik pusatnya lah disini. Gak pernah kelewat kalo ke yogyakarta..,2019-10-14
Multy Carera,Pasar yg masih terletak di area jalan malioboro ini buka dari pagi sampai malam. Harga di pasar ini termasuk murah. Dengan syarat kalian harus pintar2 menawar karna harga disini pasti ditawarkan dgn harga yg lumayan tinggi. jadi klo kalian …,2018-10-14
Arif Nugroho (Kata Arif),"Pasarnya luas, lengkap, nyaman, bersih, parkir luas, dan ramah. Cuman Saran untuk pedagangnya mohon untuk barang dagangannya seperti bathik, dll kalau bisa lebih ditingkatkan kualitasnya agar semakin menarik hati wisatawan. Untuk para …",2020-10-14
Yulia Latief,"Pasarnya rame,kalau yg jual pakaian dibawah seperti di Pasar Baru Bandung.bedanya di depan pintu masuk banyak.mbok.mbok yg berjualan nasi pecel dan daging burung puyuh yg sudah dimasak.hargabya juga tidak terlalu jauh benda dengan di Babdung",2019-10-14
Sigit Swasono,"Yang ingin beli batik disini siap tawar menawar, ada juga yang membandrol harga pas (no nego), begitu anda masuk pasar akan terdenga pemberitahuan agar lebih berhati2 dengan bawaan tas/dompet/hp 😁😁😁 …",2019-10-14
Muhammad Fakhrudin,"Harga terjangkau, barang variatif. Makanan d bawah tangga enak. Ayam kampung bakar.",2024-01-14
Edy Sukirdi,Tempat rekreasi dan belanja dengan harga standar dan di bawah standar... murah maksudnya....,2019-10-14
Kawaii Chan,"Sebaiknya kendaraan terutama mobil di parkir di dalam Malioboro mall, kemudian jalan kaki ke pasar Beringharjo sekitar 500 m. Karena parkir di luar mall mahal yaitu 20rb. Hampir 90% menjual baju dan kain batik, sisanya asesoris, sepatu. Penjual makanan ada di luar pasar. Cukup panas udara di dalam pasar. Ada 3 lantai.",2019-10-14
Yanti Kardi,"Pasarnya cukup besar, beraneka barang ada. Dari kerajinan sembako, pakaian, juga bahan baju. Produk seni dan beberapa pernak pernik. Juga tersedia busana pengantin, pakaian adat. Pokoknya beraneka macam barang tersedia disana.",2021-10-14
Riana W,Berbagai barang di jual disini. Kalo beruntung bsa dapet batik murah asal pintar menawar ke penjual. Tapi di hari2 libur tanggal merah lokasi sangat penuh sesak pengunjung dan sangat tidak nyaman,2018-10-14
Cooking Girl,"Biasa aja. Mirip pasar-pasar biasa. Cuma barang dagangan rata-rata batik. Dan harus pinter nawar, kalau ga, dapet barang yang harganya agak mahal. Tp untuk yang nyari batik jogja disini lengkap. Direkomendasikan oleh orang2 jogja. Kalau aku …",2017-10-14
cung kring,"cocok untuk yg mau mencari oleh"" khususnya batik",2020-10-14
widya eka,Didalam pasar ada pasar. Kalau tahan buat nawar harga bsa jdi pilihan utama buat belanja batik di malioboro. Tpi kalau males nawar mending ke seberang aja. Harga ga jauh beda.,2019-10-14
Agus Darmawan,"Sejak dulu tidak banyak perubahan dipasar ini. Lantai dasar banyak menyediakan berbagai produk batik. Sementara di lantai dua lebih banyak produk yg di tawarkan mulai dari baju, sepatu dan tas",2019-10-14
Milan Day,"Dari luar terlihat sempit setelah masuk ke dalam pasar luas banget penjual batik sampai bingung nih mau beli yg mana, ujung-ujungnya beli daster buat mami 4 cuma 100rb lumayan",2019-10-14
Fahrudi Budi Prasetyo,"Kurang agak suka sih disini, bau gorong2 nya ngga enak banget. Dari segi harga ada yang mahal, ada yang murah.. Kan tergantung yang mau dibeli hehehe. Terus sukanya disini barang2 bisa dibilang lengkap, diatas ada yang khusus buat jualan …",2018-10-14
Miftah Jamil,Pasar traditional di pinggiran jl malioboro yang iconik,2024-08-14
Johanes Harjawinata,"Bintang tiga dulu ya.
Krn dari 10 tahun lalu kol masih gitu2 aja ya. …",2020-10-14
Syahrun Ibnu 'Abdul Mu'iz,"Pasaaaaar yang ruuaaammeeeeee, padeeettttt, gang senggollllll.
Jual aneka macam batik dengan harga menggembirakan.
Luas pasarnya. Tp kalo lagi musim liburan, cari parkirannya yg susaaaaaah …",2020-10-14
Kinanti Pangestu,"Kebanyakan yg dijual disini adalah pakaian batik ya. Menurut saya disini penjualnya banyak yang galak, ditawar dikit marah-marah. Padahal kami sudah menggunakan bahasa Jawa sopan. Malah saya dan teman saya diusir. Saya rasa Jogja sudah tak …",2019-10-14
Didik arum bawono,"produk yang bagus harganya juga mahal, sama kayak di toko2 saja",2019-10-14
Cristiyadi,"Disarankan datang pagi sebelum jam 9,biar gampang cari parkir bagi yang bawa kendaraan",2020-10-14
Jhon Sampurno,"Komplit, baju, alat rumah tangga, kebutuhan dapur. Parkir masih semrawut",2017-10-14
Wahyuasih Wulansari,"Pasar dengan intensitas pengunjung yang luar biasa, kalo mau cari baju rumahan disini lumayan banyak dan bisa dinego..",2023-10-14
Eka Akbidyo,"Berdoa sebelum masuk pasar. Untuk jaga jarak sulit.. jadi kita harus bisa menjaga diri, gunakan masker dan bawa handsanitazer sendiri, bila perlu pakai face shield. Buang sampah pada tempatnya ya.. jangan lupa menawar barang yang anda beli..",2020-10-14
Yant Christiana,"Batik banyak model , warna  pilihan serta ukurannya,  cukup lengkap tersedia, harga murah, parkir agak sulit.",2021-10-14
Viana Hany,"Cocok banget buat yang mau cari pakaian eceran maupun grosir. Cuma kalo berkunjung pas hari libur hati-hati yaa, apalagi yang bawa anak kecil. Soalnya suka penuh, desak-desakan.",2019-10-14
Kresna Priantono,"pasarnya rame, kl u/ beli2an apa emang udah pada kompromi buat nentuin harga nya..
harga2 dsni sama semua 😑 …",2023-10-14
Tri Keyken,Murah bgt batiknya...jangan lupa nawar ya,2018-10-14
mommy Tsania Adeeva,"Ke Malioboro tanpa ke Beringharjo kurang pas, kalau bawa mobil parkir mobil kendaraan di depan pasarnya. Kita belanja disini batik2 atau daster
Ada tas buat oleh2 juga. Keren lumayan tas kain nya. Setelah itu boleh lanjut jalan dan makan di daerah Malioboro.",2020-10-14
Purworedjo Transport,Tempat kurang bersih. Nyaman berbelanja karena banyak pilihan,2018-10-14
Freddy LMS,"Tempatnya nyaman untuk belanja oleh-oleh khas jogya,kaos, baju batik dan souvenir lainnya.Pintar-pintar nawar jangan sampai kena jebakan Batman.",2023-10-14
Muhlis Wiyanto,"Pasar tradisional.
bisa menawar barang yang mau kita beli",2021-10-14
Bayu Prasetyo,"Ramai sekali, trotoar penuh sesak akses jalan masuk terhambat. Banyak penjual berjualan di sepanjang trotoar. Plusnya.. banyak disediakan tempat nongkrong, parkir sepeda dan tempat pembuangan sampah",2020-10-14
Adji Badjideh,Sedikit lebih bersih dari pasar pada umum nya,2024-05-14
Drs. Sudiono MM CEC,"Cari barang antik hubungi saya mulai gantungan baju sampai dengan lampu gantung. Harga mulai 10.000 sd 2,5 juta per item. …",2021-10-14
Sani Senja,Komplek pasar Bringharjo-Malioboro bagian luar,2019-10-14
Bung Regaa,"Lumayan ramai,harga mahal untuk turis lokal,kecuali bisa bahasa jawa pasti dikasih murah....
Banyak pengamen yg minta"" …",2020-10-14
Yanti Yanti,"Bersih memang
Juga banyak pilihan batik
Hanya saja tempat nya terlalu ramai …",2019-10-14
Hanifah Izzati,"Salah satu pasar yg letaknya di jalan malioboro, selalu rame dengan pengunjung, diaini menjual baju kaos, batik, dan baju2 lain, ada gantungan kunciyang murah2, gelang, makanan khas jogja kayak bakpia patok dan gudeg.",2020-10-14
Ikhsan Septian,"sebenernya pasar udah rapi dan bersih, tp masih ada saja oknum yang kalo jualan tuh kebangetan, bongkar dagangan di jalan, dan menghalangi pejalan kaki lainya",2022-10-14
Dwi Rohayati,"Kesini pas ada event pasar kangen.
Sampai di lokasi sudah pukul 19.00 dan karena belum pernah kesini sebelumnya ternyata salah timing. …",2019-10-14
Achmad Damai,"panas, dempet2an, pedagang kebanyakan ketus kalo dagangannya ketutupan orang berdiri.",2024-01-14
Ricky Ajufebrida Budhimeida,"Untuk pasar beringharjo ini lengkap banget, cukup padat pengunjung stay safe sama barang barang, untuk harga relatif murah, untuk toilet mudah ditemukan, tempat mudah ditemukan hanya saja untuk menju tempat ini macet dan anda akan kesulitan tempat parkir",2018-10-14
Meilany D.,"Kualitas barang sebanding dengan harganya. Cape nawarnya, karena awalnya pedagang kasi harga tinggi. Model batik nya dari satu pedagang dengan pedagang lain hampir sama. Panas pasarnya.",2018-10-14
ciptahakiki,"ngga terlalu suka dengan belanja fashion nya. cuma suka jajannya aja, kalau siang ada di bagian samping pasarnya gitu aku suka bubur madura, kalau malam didepan pasarnya ada kue putu sama onde-onde.",2017-10-14
Ulil Sari,"Banyak sekali penjual batik dan kaos untuk oleh oleh,,, harus pandai menawar juga ya kalo ke sini biar dapat harga murah dan kualitas yang bagus,,, pasarnya panas dan gerah",2018-10-14
imambustan edi,"Lingkungan kurang bersih, masih banyak ceceran sampah, tempat parkir mobil juga kurang nyaman, kesannya kumuh krn bercampur dengan tempat penitipan gerobak kaki lima",2022-10-14
Wawan Santoso,"Barangnya lengkap, ada fashion, baju pengantin tradisional nusantara, bahan jamu, sayuran...pokok lengkap, parkir luas, rame bingit...dan harus pinter menawar harga....",2019-10-14
Muhammad Aldafikin,"Klu suasana ya namanya pasar ya rame...  Tapi kurang suka dgn bberapa penjual... Orag nnya n liat yg ad dipajangan blang gpp, mau pergi krn g ad yg suka mlah dipaksa dgn model yg lain sampe buka"" barag yg ad di dlem...  Giliran ttp g ad yg srek smua mlah marah""... Haduuh",2019-10-14
endie m,"utk bahan pakai ada yg kantun dimana tergantung selera n masalah harga harus pintar nawar.
pilih kios yang dalam ada dikiri kanan spy lebih murah",2020-10-14
ASIAJAYA AUTOMOTO,"Ramai.
Padat.
Hrg pas. …",2023-10-14
PURWANTI NINGSIH,"Pasar tradisional yg menyediakan berbagai macam kebutuhan dan cocok juga untuk dijadikan  oleh2, karenanya banyak dikunjungi oleh tamu dari luar kota",2019-10-14
Harry Setya Hadi,Pengalaman pada pasar beringharjo adalah saat mau membeli asesoris pernikahan. Konon di pasar beringharjo asesorisnya murah.. Ternyata disini harga murah-murah. …,2018-10-14
Hanik Maria,"Buka sampai jam 21.00 lebih panjang jam buka sehingga bisa belanja lebih lama, ada kantin tempat makan yang menyediakan menu dari menu indonesia dan oriental, rasa nya lumayan",2018-10-14
Nunung Jubaedah,"Belanja murah disini tempatnya,khususnya baju dan kain batik,tentu saja harus pintar nawar,cocok bagi wisatawan yg lg cari oleh2 buat dibawa plng",2019-10-14
Hirlan Cahyo,"Aksesnya rumit bagi orang awam
Jalan menuju parkirannya sempit
Dan orang yang mau bantu bawain belanja terkesan tidak ramah …",2019-10-14
satriyo budi wicaksono,Seperti pasar pada umumnya. Ramai. Tapi menurut saya beringharjo sdh tidak semurah dulu lagi harga2 dagangannya. Karena disini mereka menawarkan dagangan dg harga tinggi. Klo tdk pintar menawar bisa jadi kemahalan,2019-10-14
Persib Aing,Bringharjo salah satu pasar yg ada di Jogja yg menyediakan berbagai macam kebutuhan. Dan jg pasar ini sangat dekat dgn Malioboro...,2023-10-14
Achmad Syaiful,Pelayanan ramah dan ruangan yang nyaman seolah menjadi penyeimbang sangat minimnya lahan parkir mobil yang ditempatkan di belakang gedung. Maksimal kapasitas 3 kendaraan roda 4.,2020-10-14
Andra Permana,Nyobain sarapan gudeg disini. Mahal ternyata. Tp Rasa ne mantep.,2017-10-14
Yola Widya,Sedikit heran karena pasarnya enggak buka pagi-pagi. Hanya penjual yang di emperan saja yang pagi. Enaknya banyak kulineran di deket pasar Beringharjo ini,2020-10-14
ismawar supranto,"Penjual sangat ramah.
Hanya saja kamar kecil (WC) tidah terpisah antara pria & wanita. Juga tidak bersih dan saluran buang mampet",2021-10-14
Susan Litaay,Sampah lagi numpuk minggu ini,2019-10-14
Rahman soesilo,"Tempat membeli batik, mulai dari kain murah hingga menengah.
Jika Anda membeli di pasar ini, perlu tawar-menawar dengan penjual.
Pasar ini bersih tapi panas di sore hari",2019-10-14
Nur Hidayah,Waktu saya cari kebaya disini kurang bagus. Di situ saya dapat petunjuk kalau cari kebaya jangan sampai lewat jam 3 sore karena banyak yang sudah tutup. Kalau daster bisa bertahan sampai larut malam.,2024-01-14
Junita Solin,"Nah, tempat ini adalah tempat yang tepat untuk membeli Batik (apalagi Anda berharap harganya terjangkau). Juga di lantai bawah Anda akan menemukan beberapa jajanan tradisional. Namun menurut saya penjual di pasar ini kurang memberikan …",2019-10-14
Karin Tanojo,"Tempat ini adalah tempat pakaian dan berbagai macam benda lainnya (kebanyakan pakaian sejauh yang saya lihat). Banyak sekali pilihan bahan kain seperti batik, baju, kaos, dan banyak pilihan untuk dipandang mata. Hal terpenting yang harus …",2019-10-14
Supriyadi pakdhe,Pasar yang sangat bagus untuk membeli dan mengoleksi batik di kota Yogyakarta,2020-10-14
nadia qorina,"Sama seperti pasar tradisional lainnya di Indonesia, di Pulau Jawa.

Anda harus memiliki kompetensi yang baik dalam melakukan tawar-menawar dengan …",2019-10-14
Rheva Adhitya,"Terlalu penuh dan panas. Sangat terkenal dengan batiknya yang murah meskipun cukup sulit untuk menemukan batik berkualitas baik. Kecuali jika Anda ahli dalam menawar harga (bisa mencapai setengah atau sepertiga dari harga awal yang mereka tawarkan), tempat ini bukan untuk Anda.",2017-10-14
Ady Mochtan,"Ini adalah salah satu landmark paling populer di Jogjakarta selain Istana. Pasar ini telah menjadi pasar umum bagi semua orang untuk berbelanja segala sesuatu mulai dari garmen, khususnya batik, hingga kuliner. Anda dapat menawar di sini …",2020-10-14
Ferruccio Guerritore,"Pasar loak, menarik.
Hal-hal yang berguna, hal-hal yang “aneh” (yang tidak akan pernah Anda gunakan), hal-hal lama, tetapi juga sampah (baru) yang biasa Anda temukan di mana-mana. …",2019-10-14
Joy Tabalujan,"Pasar yang benar-benar sibuk. Menjual banyak makanan dan barang menarik. Namun, saya menyarankan agar Anda tidak membeli apa pun yang Anda suka di dekat pinggiran pasar. Tunggu sampai Anda mendalaminya lebih dalam karena seharusnya harganya …",2018-10-14
May Ha,"Gan kenapa ini jl Bibis Raya gan, TUNJUKKAN WAJAHMU JIKA SAMA SEPERTI YANG SAYA BAYANGKAN BUKAN BINTANG 🔯 5 HEHEHE. BAIK JAN MESKIPUN DI TEMPAT YANG SALAH. Faktanya, itu salah, itu salah. Ini Jane di Woco, bukan sedang bermain. Itu …",2023-10-14
ela prameswari,"Sebuah pasar tradisional di Jogjakarta yang sebagian besar penyewanya menjual batik. Gaun, kemeja, rok, dll. Pakaian apa pun untuk segala usia.
Ada juga stasiun suvenir di belakang bangunan utama. Dan foodcourt tradisional …",2018-10-14
Borabora,"Kain batik berantakan yang memanjakan mata, sungguh sayang untuk dilewatkan di Yogyakarta, cocok jika Anda memiliki kesabaran untuk berkeliling mencari oleh-oleh kecil untuk teman dan keluarga. Kain batik lokalnya lumayan menggila. Sempurna untuk merek Desigual.",2020-10-14
Jennie Amelia,Sangat panas dan penuh sesak di dalam. Sebagian besar barang yang dijual di sana serupa dengan yang ada di sepanjang jalan Malioboro dan beberapa di antaranya dijual dengan harga lebih tinggi karena penjual menolak tawar-menawar. Saya tidak …,2019-10-14
Yani,"Bahagia bersama orang banyak...
Tapi untuk mencari batik yang cocok susah hehehe. Udaranya panas karena ini pasar tradisional",2020-10-14
Jake ang tai lon,Tidak ada yang lebih dari tempat ini karena hanya ada dua deretan toko yang menjual barang yang sama. Pakaian,2019-10-14
Alfred Limbong,Tempat yang ramai terutama saat akhir pekan. Kenakan kemeja yang bagus atau Anda akan mudah berkeringat. Harganya murah jika Anda pandai menawar. Saya lebih suka ke Hamzah Mirota Batik yang persis di depan Pasar Beringharjo. Cukup ramai tetapi mereka memiliki AC dan barang lengkap,2018-10-14
Maria Hajeng,"begitu penuh dengan turis, jadi bersiaplah. beranilah saat menawar untuk mendapatkan harga terbaik! barang serupa dijual di banyak kios, jadi luangkan waktu Anda untuk berjalan-jalan. jaga barang-barangmu",2019-10-14
Wu Jiaxuan,"Dipenuhi dengan toko pakaian, jika tidak, tidak ada produk segar/makanan ringan/jajanan kaki lima/barang dagangan atau toko suvenir tidak seperti kebanyakan pasar tradisional untuk turis",2023-10-14
Kljc10 “Lapiz”,"Aku sama sekali tidak menyukai tempat ini. Sangat ramai pada Sabtu malam, kualitas semua yang saya lihat sangat rendah hingga biasa-biasa saja. Tidak melihat apa pun yang saya inginkan.",2023-10-14
Marsya Larastika (Marsya Lars),Pasar tradisional Jogja yang menjual berbagai jenis batik. Anda bisa menemukan banyak sekali barang yang bermotif batik. Tempat ini sangat direkomendasikan untuk membeli oleh-oleh atau marchandise khas Yogjakarta. …,2017-10-14
myra hanee,"Ada banyak barang yang bisa Anda beli di sini, tapi selama kunjungan saya, saya lebih banyak mengeksplorasi kain. Penjualnya ramah, boleh menawar tapi jangan terlalu banyak karena harganya sudah murah. Terkadang mereka memberi Anda …",2019-10-14
irene,"Barangnya beragam, dan batik paling banyak dijual. Ya, ini toko yang bagus dan besar, tapi menurut saya perlu perbaikan pada papan nama toko, penataan barang, dan mungkin desain interior agar lebih nyaman.",2018-10-14
Harya Wijaya,"pasar tradisional, bagi pecinta pasar tempat ini tidak pernah kehilangan pesonanya.  lokasi di jalan Malioboro, banyak orang yang menjual banyak barang disini. bagus untuk wisatawan tetapi membawa anak kecil ke sini akan menjadi sedikit tantangan, ruang di dalamnya sempit.",2018-10-14
Fransisca chandra tanuwijaya,"Harga openinh setiap produk pun tinggi, sehingga harus melakukan banyak tawar-menawar. Membeli beberapa kemeja di sini dan tidak bertahan lama, harus benar-benar memperhatikan kualitasnya sebelum membeli. Sangat padat dan panas (kecuali Anda sudah menghitungnya sebagai bagian dari latihan Anda)",2018-10-14
Nova Warsito,"Tempat Beringharjo merupakan pasar tradisional yang ada di Kota Yogyakarta. Anda dapat menemukan Batik murah di sini. Mohon datang pada hari kerja untuk menghindari keramaian. Peringatan, kamu harus memperhatikan tas, dompet, atau barang yang kamu punya. Dan nikmati momen tradisional di sini. 😌🙏🏼 …",2019-10-14
docdew,"Jika Anda mencari pasar batik tradisional, inilah tempat yang tepat. Tapi terlalu ramai, panas dan sedikit kotor. Dan sulit untuk menemukan tempat parkir di dekat area tersebut",2020-10-14
Rahmat Hidayat,"Jika Anda tidak menyukai tempat ramai, Anda tidak disarankan untuk datang ke sini. Tapi tempat ini adalah pasar peninggalan yang bagus di Yogyakarta yang terletak di sekitar jalan Malioboro. Anda mungkin perlu menawar jika ingin membeli sesuatu di sini",2017-10-14
Usman Fanani,"Khas pasar tradisional, kenyamanan menjadi prioritas berikutnya. Barang bagus adalah barang yang lengkap dan harga yang terjangkau untuk sebagian besar fashion batik",2020-10-14
Nurul Aisyah,"Apa yang harus Anda bawa/pakai untuk menjelajahi pasar ini:
- uang tunai
- tas belanjamu sendiri …",2019-10-14
Qonita Haula,"Variasi motif dan motif batiknya banyak dan lain-lain, tapi anda harus bisa menawar. Jika tidak, Anda akhirnya harus membayar harga yang lebih tinggi dari yang seharusnya",2017-10-14
Ghazie Arsalan,"Secara pribadi tidak tahan dengan pasar tradisional: ramai, bau, dan kotor tetapi pasar ini ada karena suatu tujuan, oleh karena itu saya menilainya oke.
Namun pemerintah tampaknya banyak memperbaiki pasar tradisional. Ini lebih baik dan terorganisir dengan baik.",2017-10-14
T CB,"Anda dapat menemukan batik dan barang-barang tradisional + berbagai jenis pakaian fashion, Anda dapat menemukan kios-kios pinggir jalan yang menarik.",2020-10-14
Nurul Aini Fadilah,"Anda harus sangat berhati-hati di sini. Aku kehilangan ponselku di sana. Banyak area pasar ini yang belum tercover CCTV. Pasarnya keren, tempat menarik untuk dikunjungi dan dijelajahi, tapi keamanannya kurang bagus. Maaf",2019-10-14
evan tursen,Cocok buat yang suka belanja..,2019-10-14
Ramaroson Antsa,"Parkir susah didapat, selalu ramai tapi di backstore, di lantai terakhir kamu bisa menemukan kerajinan tangan murah...tapi kalau kamu tidak bisa berbahasa jawa, sayang sekali harganya lebih mahal dari itu.",2019-10-14
Mia Bidar,"Jauh lebih bersih dari jaman dulu, tapi kami berharap lebih murah tapi sekarang hampir tidak jauh berbeda dengan PKL malioboro.",2021-10-14
Hong Aun Quah,"Banyak toko yang menjual pakaian batik dan barang-barang lainnya tetapi toko-toko tersebut sangat sempit, sehingga di dalam bisa menjadi sangat panas, pengap, dan sesak.",2019-10-14
Wojciech Skorecki,Rasa sesak yang mengerikan di dalam. Mata penjual berbinar ketika melihat pakaian Eropa ;) dengan standar yang cukup rendah (tetapi dengan harga yang cukup murah),2018-10-14
Ritson “Phoenix” Tan,"Mal batik.....kereta buah-buahan di pinggir jalan...banyak kios yang menjual kaos dan tas, tempatnya cukup berwarna",2020-10-14
Kristina J.K.,"Tempat yang bagus untuk berbelanja, tapi agak menakutkan. Kami memperhatikan seseorang yang mengikuti kami berkeliling. Saya tidak akan merekomendasikan wanita barat untuk pergi ke sana sendirian.",2019-10-14
Aditya JMK,"Batiknya sangat mahal, jika kamu tidak bisa bernegosiasi dengan baik kamu akan mendapatkan produk jelek yang tidak sesuai dengan harganya :(",2023-10-14
shetwoth (Shetwoth),"Pecel.e limolasewu., dibaca dua ribu
penasaran saja dengan rasanya
Itu normal.  Bahkan tergolong mahal jika kelasnya pasar",2018-10-14
Rean Mitasari,"Bagi pecinta batik, ini adalah tempat di mana anda bisa mendapatkan pakaian batik apa pun... cukup tangguh dalam menawar barang...",2019-10-14
Bramindo Hasudungan,"Nah, untuk pasar tradisional, Pasar Beringharjo sangat gerah, tapi barangnya bagus. Saya orang Jakarta, dan menurut saya harganya tidak jauh berbeda dengan Jakarta",2020-10-14
Marcellinus Arya P.S,"Mau cari butiknya?Atau mau batu akik?Di tempat ini bisa dijelajahi.Tapi sayangnya soal fasilitas.Toiletnya kotor dan kecil,tidak luas.Silakan kalau mau belanja di tempat ini , kamu harus berpikir lagi.",2019-10-14
ini odar,kebanyakan mereka hanya menjual batik cap atau print. bukan pengalaman membatik asli,2021-10-14
Adityo Prabhaswara Haryanto,"Bintang 3 karena ingin melihat Pasar Beringharjo yang kuno dan klasik seperti dulu, terutama untuk kulinernya. Rapi dan bersih terkadang bukan jawaban terbaik.",2022-10-14
"Drs. Mohd Faizal, Apt",Pasar tradisional Jawa berisi campuran budaya,2023-11-14
Heri Budiman,"Jadi, bagi yang mengharapkan steak 'asli', ini bukan tempat yang tepat. Namun jika Anda ingin menyantap steak 'sesuatu', Anda bisa mencobanya.",2019-10-14
W NKS,"Jika Anda tidak tahu cara menawar, lupakan pasar ini saat berbelanja! Sekumpulan pakaian bergaya serupa dengan harga berbeda",2020-10-14
Claude,Salah satu tempat terbaik untuk berbelanja. Lebih murah dari Batik Hamzah.,2023-10-14
Fathahillah Teriza,"Terlalu panas, terlalu lembab, terlalu padat.. Cocok untuk pelancong/pembelanja tunggal tetapi mimpi buruk jika Anda membawa anak-anak..",2020-10-14
Indri Susanti,"Sepatu dan sandalnya kecil, ukuran 40 pun masih kecil",2018-10-14
Reza Mahardikha,"Panass, cuma pilihan batiknya banyak banget. Bisa ditawar juga.",2017-10-14
Trendkill Cowboys Rebellion,"Pasar tradisional di Yogyakarta sejak dahulu kala. Anda bisa membeli sayur-sayuran, buah-buahan dan lainnya dengan harga yang sangat murah",2019-10-14
Husna Roezin,"Ini adalah pasar tradisional sehingga Anda perlu menawar harga, tetapi secara keseluruhan harganya baik-baik saja dan mohon JANGAN menawar terlalu rendah...",2020-10-14
Mr. Dont Care,"Banyak orang membuat dan membeli banyak, tapi kualitasnya buruk",2022-10-14
Sweetenia Zhea,"Sejujurnya, yang ini bukan favoritku. Tapi kadang-kadang aku pergi ke sini karena kerabatku sangat menyukai pasar ini ᕙ( ͡◉ ͜ ʖ ͡◉)ᕗ",2019-10-14
NightOwl 75,Saya kesana karena ingin membeli kulot dan membeli jajanan klepon,2019-10-14
Maryam A. Massoud,"Sangat sulit untuk berjalan dan menemukan apa yang Anda inginkan. Jika Anda bisa beradaptasi, Anda bisa menemukan barang-barang bagus untuk dibeli",2020-10-14
Raghuraj G,Tempat yang bagus untuk membeli kaos souvenir Batik dan Yogya.,2022-10-14
Ricky S,"Terkenal dengan belanja batiknya, sangat ramai dengan toko-toko yang tak terhitung jumlahnya di gang-gang sempit, menawarkan pemandangan dan pengalaman menarik.",2017-10-14
Ika Setyawati,"Tempatnya ramai, ada juga penjual yang kurang ramah",2019-10-14
Ronald Sterk,"Pasar lokal, sebagai turis Anda bisa mampir untuk melihat betapa sibuknya pasar tersebut.",2022-10-14
이선래,Relatif bersih untuk pasar tradisional Indonesia. Di lantai atas ada tempat yang menjual tas Rontan.,2019-10-14
Martha Octavia,Tempatnya murah tapi terlalu ramai dan beberapa barang yang saya beli disana mudah rusak.. kurang bagus.. huufft..,2017-10-14
Mindy van de Ven,"Bagi orang Barat, ini adalah pasar yang meh. Itu kecil dan gelap.",2023-10-14
Alex Tjiputra,Panas dan Ramai. Harga barang cukup masuk akal.,2023-10-14
Carmen Pardo,"Banyak toko-toko milik masyarakat lokal, penasaran ingin melihat apakah Anda harus berbelanja terakhir di jogja",2022-10-14
E “Izer” A,...pakaian murah jika anda pandai menawar. Berhati-hatilah karena di dalamnya sangat sempit dan panas,2020-10-14
Apriel Anisa,Pasar tradisional yang bagus.. saya datang ke sini hanya mencoba mencari makanan tradisional.. dan itu enak sekali!!! Pecel dan gudeg!!!,2017-10-14
Arif Sulistio,Pusat batik murah di Jogjakarta. Tempatnya panas dan ramai. Perlu tawar-menawar.,2017-10-14
pink sakura,"Tempatnya ramai sekali....terlalu panas...tapi anda bisa mencari ""batik Aneka"" di sini...",2019-10-14
Mary,Penuh dengan orang. Terutama untuk pakaian,2020-10-14
Zulfa Eff,Pasar yang bagus dan murah untuk belanja cepat di jogja. Tempat yang bagus dan nyaman,2020-10-14
고은미,Mereka hanya menjual banyak pakaian tradisional Indonesia. Bukan tujuan wisata yang bagus,2019-10-14
Ratna Setya,"Perlu tawar menawar untuk mendapatkan harga yang layak. Terlalu ramai, simpan tas Anda setiap saat",2019-10-14
Yasmina Wulandari,Murah jika Anda tahu cara menawar (saya tidak). Barang bagus jika Anda tahu di mana mencarinya. Kerumunan orang bisa sangat banyak.,2017-10-14
Rafino Elang Yudhistira,"Tidak pernah benar-benar masuk ke dalam tempat ini tetapi sepertinya tempat ini sangat ramai sepanjang waktu, itu adalah hal yang buruk pada waktu seperti ini.",2021-10-14
Novryanti Isa,"Beli hijab, daster bisa di sini. Sangat murah jika Anda membeli banyak barang",2017-10-14
amad108,Banyak pilihan kain dengan berbagai kualitas,2019-10-14
Ditya Ristianingrum,ada pegawai warung yang mendorong orang bahkan mendorong anak saya..,2019-10-14
Firsty R,Sebaiknya datang pada pagi hari agar tidak terlalu ramai,2018-10-14
Brighton Jhs,Terlalu ramai di musim liburan. tidak dapat menemukan tempat parkir.,2019-10-14
Farhan Setyawan,pasar tradisional,2019-10-14
MARCO VAN GEERTSOM,Sibuk sibuk tapi itu hanya bagian dari jalan Malioboro yang menarik dengan banyak sejarah untuk diceritakan,2019-10-14
Octa WHP,Tidak sebanyak sebelumnya,2023-10-14
NY NGAKAN TV,"Pasar luar biasa untuk menemukan oleh-oleh untuk keluarga, Teman & untuk diri sendiri",2020-10-14
Sistha Cylixs,"Sebenarnya saya suka Beringharjo, tapi sayang sekali, penjualnya tidak tersenyum saat kami meminta produknya.",2019-10-14
Veronica Asmarawardani,"Anda dapat menemukan apa pun yang Anda butuhkan mulai dari makanan, pakaian, bahkan kebutuhan susu Anda",2018-10-14
PRIMA ADI NEGARA,Tempat yang bagus untuk membeli begitu banyak batik tradisional,2017-10-14
