Nama,Ulasan,Tanggal
Elizabeth Widuri,"Traditional market in busy town .. terdapat banyak cagar budaya dan romansa kota lama .. bisa jd destinasi wisata
Smkn kesni smkn rame smkn byk pedagang2 baru .. lalu lintas juga smkn padat …",2024-06-14
Fitri Widiyanti,"Parkir cukup banyak, harga relatif ada yang lebih mahal ada yang lebih murah dari pasar pasar lainnya.",2024-10-07
Lian Zhu,Rame kalau legi (penanggalan jawa) . Jadi agak2 macet jalannya.  Mau beli bebek yang dibeli malah ayam . Wkwkwkwk .,2022-10-14
Sukses Mandiri Sejahtera,"Menikmati dawet hijau muda depan pasar Kotagede. Harga 6rb / porsi.
Ajiiiib",2019-10-14
Irawan tri nugroho,"Pasar gak terlalu luas tapi tidak ada pemisahan penjual sehingga pembeli bingung kalo cari barang tertentu. Sebaiknya dibuat petak2 berdasarkan jenis barang mis sayur jangan dicampur dengan baju, bumbu dll. Pembeli kudu muterin pasar kalo mo cari barang tertentu",2023-10-14
fatimah bilqis,Enak banget buat kulineran atau hunting foto pasar. Disana Ada sate kambing mbah Salam yg enak banget,2018-10-14
siti fatimah,"Suka krn nyk pilihan kue"" basah..sayang ny susah cari parkir mobil...enak kalo pake ojek online aja",2024-01-14
Sudar Yanto,Bakso dan es dawet di bawah pohon beringin bikin nagih,2024-06-14
erwin argiandoko,"Seneng aja di pasar legi kota gede,byk yg di jual baik baju second atau baru,byk jg barang elektronik,jam, alat2 tukang,hewan,tanaman, cemilan..tp sayangnya yg jual burung sudah ga ada lg sejak covid,coba diadakan lg yg jual burung pasti tambah seru..",2024-06-14
Kristiawati Tri Utami,"Menjual berbagai kebutuhan rumah tangga sayur dan buah""an, jajanan pasar, keperluan dapur, peralatan rumah tangga, dll, sayangnya tdk sampai sore bukaknya, hanya bbrp toko saja disekitar pasar yg buka",2023-10-14
nurdiyah widi,Sangat bersahabat untuk anak2 pasar kotagede dikala sore karna banyak permainan alias odong2 disana plus snek2 jaman now n jaman old,2018-10-14
Buy,"Pasar tradisional di kota gede yang menyediakan berbagai kebutuhan sandang dan pangan.
Harganya cukup terjangkau dan yang penjualnya ramah-ramah. …",2023-10-14
Setionoegroho Spm,"Selalu saja ramai, meski bukan Legi, hari pasarnya",2021-10-14
Rusli Anugrah14,"Bagus,ramai, sering macet sih kalo sore. Bisa dibilang lumayan bersih namun ada beberapa tempat yang terlihat sampahnya berserakan.",2023-11-14
Valmezz,"Terkhusus tanggal pasar Legi sangat ramai, beraneka barang/makanan dijual disini",2021-10-14
Anita Dwi,"Salah satu tempat favorite untuk jajan sore hari maupun pagi hari selalu ramai, makanan komplit 😋 …",2021-10-14
Trisca Fariana,Sore masi banyak jajan pasarnya...penjual jamu masih tradisional,2020-10-14
Griya Jahit Ningrum,"Pasarnya bersih...komplit,,apapun ada harganya terjangkau 🙂 …",2020-10-14
Arijoko Susanto,"Pasar tradisional ,yg masih tempoe dulu  ,bangunan msih banyak yg klasik  .dn pusat kerajinan perak .yg masih aktif sampai sekarang",2021-10-14
Budi Susanto Diporedjo,"Pasar tradisional lengkap, jajanan tradisional etnis Yogyakarta lengkap.",2024-07-14
Irma Setiawan,"Harganya murah, selalu ramai dan banyak aneka sayuran, buah, jajanan pasar, klethikan, dll",2024-02-14
Muhammad Kholis majid nashirudin,"Penilaian untuk pasar  ini ...

Pertama untuk kalian yang suka foto-foto dan di post di Instagram, tempat ini …",2022-10-14
Setyaningsih Ramli,"Pasarnya belum berubah dari jaman dulu, padahal sudah banyak pasar lain yg sudah di rehab oleh pemerintah, smoga bisa segera dibangun yg lebih baik dan tertata, didalam juga gelap pencahayaan nya",2023-10-14
Yuni Ardhany,Letaknya strategis dan di sekitarnya banyak bangunan bersejarah,2019-10-14
Radelsta 1250,Tempatnya cukup nyaman karena sudah diatur letak dari tiap kios berdasarkan jenisnya,2019-10-14
KURNIA Siahaan,"Salah satu pasar tradisional yang ada di jogja, dari pagi hingga sore cukup ramai....banyak ragamnya dan komplit. Sarannya perlu diremajakan kembali supaya perputaran ekonominya meningkat",2023-10-14
Yuni Ati,"Pasar dengan beragam produk dari smbako,sayur,dll.
Juga jajanan pasar dengan nuansa yg khas yg berjajar toko silver berbagai pernak pernik nya.",2023-10-14
Wahyu Wardhana,Pada bulan ramadhan ini banyak yg jualan takjil mulai dari gorengan bakso siomay mie ayam jajan pasar juga komplit harga yg ada relatif terjangkau rasanya lumayan enak hanya sj klau sore macet ...mobil dapat melintas di jalur 1 arah,2022-10-14
eM Ha,"Tempat jual beli bahan baku kebutuhan sehari-hari (sayur, bumbu, lauk-pauk) di Kota Yogyakarta.",2024-02-14
Elisabeth Endang Vlog,Sayur mayur depan pintu.. jam 10 udh pada bubar. Klo yg didalam pasarnya kue2 pasar dan house hold,2023-10-14
mia aburhan,"Berburu Kipo, makanan khas kotagede.. kalau ke Pasar Legi Kotagede disarankan tidak dengan mobil pribadi ya guys, susah utk parkir mobil karena jalan memang dipertahankan luasnya seperti aslinya dan bangunan toko di sepanjang jalan jg unik dgn bentuk khas serta mepet jalan 😁 …",2023-10-14
ardiyan rahmawanto,"Jajanan pasar lengkap, pagi siang sore ada",2024-04-14
Hafida Fifi,Tumben sekali tutup tidak ada penjual makanan,2020-10-14
Dina Mahdia,..seperti nenek tua yg berjalan terseok-seok di tengah laju lalulintas perdagangan modern...,2021-10-14
Widi Hastina,"Pasar Kotagede adalah tempat jual beli yg menyenangkan.
Berbagai macam kebutuhan kita dijual di sini.
Pasar ini buka hampir sepanjang hari, 7 hari dlm seminggu. Shg sangat memudahkan …",2021-10-14
Azmi W,tiap sore banyak yang jual makanan...enak enak,2021-10-14
rendy ndonk,"Banyak jajanan kalo siang sore malem..
Bakso depan pasar enak,somay barat pasar enak,telur gulung timur pasar enak..
Cuma parkir nya agak susah soalnya rame sekali",2023-10-14
Mei Pritangguh,Pasar ukuran kecil namun ramainya luar biasa,2018-10-14
Vista Dwi Astuti,"Pasarnya komplit, dari kebutuhan pokok sembako, sayur mayur, pakaian, accesoris, peralatan dapur smua ada. Harga parkirnya sekarang 2rb ya sekali parkir, saya saranin pake nawar kalo belanja disini. Pasarnya skg lebih bersih, ada khusus …",2020-10-14
ataa,Tempatnya bersih parkir motornya rapi,2024-07-14
Sigit Mirawan,"Kucoba cari makanan jadul yg namanya Kethak/Blendo/Blondo di sini tapi gak nemu. Tanya penjual sana sini tetep aja gak dapet. Makanan langka yg unik, aromanya aja seperti kotoran kuku kaki.. hahaha. Tentu saja saya gak doyan, tp kuburu hahya demi noatalgia jadul dan rasa penasaran aja.",2022-10-14
Latifah Kusuma,"Pasar tradisional yang menyediakan berbagai kebutuhan rumah tangga. Masih ada budaya tawar menawar. Lokasi strategis di sekitar objek wisata Kotagede. Malam hari juga ramai dengan produk pakaian, onderdil, serta jajanan. Jalanan sekitar pasar selalu ramai, harap berhati-hati.",2019-10-14
Eti Purnaningrum,"Salah satu Pasar tradisional di jogja. Dan pengunjungnya ramai.sekali.
Kalau pagi banyak pedagang sayur dan bahan pokok yg berjualan. Sore sampai malam banyak lapak2 yg buka dari penjual baju, barkaz, sampai hiburan utk balita juga …",2019-10-14
Ramadhani Harahap,Pasar tradisional yang menawarkan proses jual beli secara langsung. Ada banyak tersedia wisata kuliner pagi hari  bagi yang ingin bersarapan. Banyak pilihan menu yg sesuai dengan selera makan dan isi kantong kita. Toplah,2021-10-14
ahsin dinal,"Pasar tradisional di wilayah kota Yogyakarta ini sebagaimana pasar tradisional pada umumnya menyediakan beragam sayur mayur dan beragam kebutuhan dapur yang ramai pada pagi hingga siang hari saja. Namun, hingga petang, pasar ini juga masih ramai dengan banyaknya penjual yang menjajakan berbagai jajanan pasar",2018-10-14
Irwan S,"Pasar Legend bagi pecinta kuliner dan jajan pasar khas yogyakarta, terdapat beraneka macam sajian khas berselera mataraman.. seperti sewajarnya pasar di tempat ini menjual sayur mayur di pagi hingga siang hari tapi yang menjadi primadona …",2019-10-14
gagah setiaji,Pasar Kotagede salah satu pasar tradisional yg masih dgn bentuk aslinya.. suasana jg masih sgt terasa tradisionalnya.. mudah di jangkau dan lengkap. Untuk yg membawa mobil butuh kesabaran untuk mencari parkir.,2022-10-14
Ida Kuswara,"Klo sore byk penjual berbagai macam makanan tradisional..enak2 bgt,mulai dr kue2 smpai makanan berat yg murah tp uwenak...klo pagi smpai sore pasar tradisonal biasa,letaknya dekat masjid dan makam klg kerajaan mataram.",2020-10-14
Ajeng Christy,"Kalo sore lewat sini, enak banget, pengen makanan buat makan malam juga ada. Kadang juga pengen urap, wajik (makanan tradisional orang jogja) juga ada, es dawet, degan, friend chicken di pinggir jalan, bakso segala modelnya, dan yang paling …",2020-10-14
Anis Kurnia,"Cukup ramai ketika sore hari, jalan halus, ada odong-odong buat anak-anak, ada juga kereta mini. Banyak sekali yang dijual, ada sayur-mayur, lauk pauk, jamu, apem, buah-buahan, air kelapa muda, jagung bakar, tahu crispy, susu murni, jagung rebus dan banyak lagi",2020-10-14
Rini Padmiharti,"Dulu seblm pandemi sangat ramai, karena berbagai macam kebutuhan memasak ada disoni, kini agak sepi pengunjungnya, meskipun pedagangnya masih banyak yg tetap melakukan penjualan.",2021-10-14
Wicaksono Imam,"Makanan komplit. Masih seperti dulu, parkir mengambil badan jalan hingga muncul sedikit antrian kendaraan. Namun, hal yang positif larangan mobil ke timur sudah terpasang sebelum masuk pasar. Semoga konsisten demikian.",2021-10-14
Hanbin Kim,"Pasar yang masih tradisional, ketika pagi -siang dijadikan jual beli bahan pokok, lauk dan sayur mayur dan sore - malam jadi pusat jajanan, banya sekali yg berjualan. Perlu di catat setia LEGI (dlm kalender jawa) pasar ini jadi pasar hewan. Saran untuk kalian yg naik mobil hindari lewat pasar ini ya, karena akan menimbulkan kemacetan.",2020-10-14
Dwiyanti Kusuma,"Pasar tradisional di heritage palace Kotagede. Apa aja ada mulai dari sayur mayur, buah-buahan, ika, ayam, daging, baju, makanan snack. Ramai di pagi hari sd malam. Karena di saat malam banyak pedagang makanan. Terutama makanan tradisional.",2020-10-14
Paula,"Tempat berburu jajanan di sore sampai malam hari. Suka banget beli sate kere, jamu, camilan, dan baceman babat. Tersedia banyak jajanan lainnya seperti wader goreng, jamur krispi, sate ayam, aneka jajan pasar, apem, es degan, wedang ronde, …",2021-10-14
Sunarto Antok,Pasar yg punya nilai sejarah...berhubungan dgn sejarah kerajaan Mataram islam,2021-10-14
Zunan Arief,"Ceritanya Pasar Kotagede merupakan Pasar tradisional pertama di Yogyakarta, dibangun pada masa kerajaan Mataram tepatnya pada masa pemerintahan Panembahan Senopati di abad-16. Seperti pasar lainnya di pasar ini tiap hari penuh sesak oleh …",2020-10-14
AP Budi S,"Salah satu pasar tradisional yang terdapat di sebelah tenggara kota Yogyakarta.
Lokasi mudah dijangkau, jalan sekitarnya beraspal.
Tersedia aneka macam kebutuhan sehari hari, terutama kebutuhan dapur. Pagi hari …",2018-10-14
Harto Suwarno,"Pasar Kotagede dah mulai ramai tapi belum pulih kayak sebelum Pandemi, namun lumayan sebab Pandemi sudah mulai tinggalkan Kotagede.
Pasar Kotagede adalah pasar terua, diperkirakan sudah ada sejak Keraton Mataram …",2022-10-14
Moka Miki,Pasar tertua di Jogja. Parkir mobilnya susah. Harganya standar ya. Gak murah juga. Banyak makanan tradisional yg enak2.,2023-10-14
ade kurnia,"Pasarnya bersih dan klasik. Banyak jajanan pasar yang sudah susah ditemukan dan bikin lapar mata. Kalau lagi traveling ke jogja, coba mampir kesini (saya dari malioboro naik ojek online) …",2019-10-14
apritos,"Layaknya pasar tradisional, banyak jajanan jaman dulu. Paling suka kalau kesini malam hari beli wedangan rempaj di depan pasar. Warungnya lesehan. Dulu yg jual simbah, skarang di ganti sama anaknya. Yg enak itu wedang jahe asem kunir gulo batu.",2019-10-14
kristianto pardi,Murah cari makanan apapun ada...,2024-05-14
nur kholis,"Jalan-jalan kepasar menyenangkan,berbagai kebutuhan ada disana,parkir luas,mudah di akses",2023-11-14
Dulfatah Sarkum,"Cukup memadai untuk belanja kebutuhan rumah tangga. Dagangan yang di sajikan komplit , baik bahan mentah maupun makanan siap saji. Harga murah dan terjangkau untuk kalangan menengah kebawah.",2021-10-14
Manto Amanto,"Selain buka pagi dengan kebutuhan pokok dapur buat ibu rumah tangga ...di sore hari dari jam 18:00 sampai  21:00 buka bagi yang suka mencari barang murah dengan pasar sore klithianya...barang barang bekas,kompor gas,kunci kunci bengkel,lampu ,service lampu,peralatan listrik juga ada...",2021-10-14
Nabela Seruni,"Tempat belanja kebutuhan rumah tangga dan kebutuhan pokok, harga murah dan dapat ditawar,pusatnya jajan'an pasar yang buka sampai malam,keadaan didalam pasar cukup bersih.bapak parkir juga ramah,tetapi untuk akses menuju pasar sedikit sempit.",2021-10-14
Enggal Prasetyo,pasar tradisional dekat kota jogja,2024-07-14
Surya SIP,"Saat malam tiba pasar kota gedhe gak ada tidur menu dari yang murah sampai mahal ada lengkap jajanan tradisional dan modern. Cocok banget buat santai dan kuliner ala muda mudi tua juga oke.pokok ya yus . Pecelnya ,gorengan ,komplit",2021-10-14
Suta Tabat,Alamat banyusumurup rt04 girirejo imogiri bantul,2024-05-14
Baskara Agung,Pasar yang penuh akan sejarah dan dekat dengan makam raja Mataram serta masjid Gedhe Mataram. Pasarnya cukup besar namun saat kesini menggunakan mobil akan susah mencari tempat parkir. Saat hari pasaran juga sangat ramai disini.,2019-10-14
huda pondok agro,"Di pasar Kotagede tersebut saya memiliki banyak kenangan. Pertama ketika memakai motor ban bocor, alhamdulilah timur pasar terdapat bengkel motor sekaligus tambal ban motor. Kedua ketia melintas dengan mobil,  saat itu pasar Kotagede sedang …",2019-10-14
Anggia Kusuma Wardani,"Tapai ist very cheap and delicious, pasar tradisional yang ramai berbagai makanan ada, lengkap mulai sandang pangan papan 😁. Banyak menjual jajanan tradisional …",2021-10-14
Susanti Handayani,"Agak semrawut di pagi hari krn pedagang dan tempat parkir yg amburadul.
Sedangkan kuliner banyak tersedia di sore hingga malam hari. Komplit deeh klo ngomongin pasar kotagede",2020-10-14
Danang Nugrahanto,"Akses mudah, roda 2 maupun roda 4. Tetapi saat kegiatan pasar sedang ramai berlangsung terkadang akses untuk roda 4 lumayan susah. Barang-barang layaknya pasar tradisional lain banyak tersedia disini, harga bisa bersaing.",2018-10-14
Gps Wisata Indonesia,"Pasar ini sudah ada sejak zaman kerajaan Mataram Islam pada abad ke-16, yang dipimpin dan pendirinya Kangjeng Panembahan Senopati dan termasuk pasar tertua di Yogyakarta. …",2019-10-14
Arie Wijaya,"Meskipun pasarnya kecil tapi selalu ramai, cukup komplit untuk pasar tradisional, apalagi terletak di kawasan budaya kotagede. Hanya kurang 1 bintang saja untuk kenyamanan berkendara karena jalan disekitar selalu padat.",2017-10-14
Bird Cage & Furniture Osj Jepara Jaya,"Pasar yang berada tepat di tengah tengah Kota Gede jogjakarta ini selalu ramai pengunjung lokal maupun luar kota, selain tempat berbelanja kebutuhan pokok juga sebagai tempat wisata religi karena di kota gede terdapat makam kota gede yang …",2022-10-14
Mas Yanto,"Bagi yang mau mencari sensasi ""real"" pasar tradisional berkunjunglah ke pasar Kotagede _ Sargede …",2022-10-14
Aburaihan ahmad,"Pasat tradisional urat nadi ekonomi mikro masyarakat kotagede dan sekirarnya, sejak jaman kerajaan mataram islam Panembahan Senopati Danang Sutawijaya sarat Sejarah",2021-10-14
Wachid Abdulloh,"sekitar pasar ini sangat mudah untuk menemukan bakul gudeg. kalau malam ada bakul bakso yg rame bgt, ngga tau yg bikin rame apa.. nalarnya ya krn enaknya ada murahnya biasanya.",2020-10-14
Nik Sub,"Pasar tradisional di kotalama Kotagede.
Jajanan jadoel msh banyak ditemukan disini dkt dengan makam dan mesjid Mataram.
Recomended u dikunjungi",2023-10-14
Ngaliman,"Pasar tradisional ini menyajikan beragam dagangan ala pasar tradisional yang umumnya juga ada di pasar tradisional lain. Sembilan bahan pokok (sembako) jelas menjadi dagangan yang lebih banyak karena ini urusan pagan, ada juga kebutuhan …",2018-10-14
Ikhsan Wibowo,"pasar tradisional ini sangat lengkap sekali. Tapi saran buat anda, hindari pasaran Legi karena macetnya sperti pasar di Jakarta, susah nyari parkiran mobil klo pas pasaran Legi. Semoga pemerintah memikirkan hal ini.",2019-10-14
Kun Kuncoro,"Pasar Kotagede ini menjanjakan berbagai kebutuhan masyarakat baik pakaian, sayuran,binatang ternak maupun burung peliharaan dan pasar ini terkesan tradisonal, karena pasar ini pas pasaran jatuh pada pasaran legi menurut hari jawa banyak pedagang maupun pembeli banyak yang berdatangan.",2017-10-14
Semangat Terus,"Kesini pas hujan, ada bagian yang becek... overall tempatnya lumayan bersih kok, apa aja ada, jajanan tradisional sampai modern ada",2022-10-14
Musonef Ghufron,Tersedia jajanan pasar dan isian snack 👍 …,2017-10-14
Fuad Hasan,"pasar buka 24 jam. Ada Sayuran dan ikan lengkap, cemilan jajanan ada semua. Malam hari ada klitikan di sebelah tengah",2019-10-14
Adi Susilo,Pasar tradisional yg masih terjaga kebersihan dan kerapian nya... Aset budaya bangsa yg bernilai tinggi...,2023-10-14
ratri kurnia,Pasar ramai dikunjungi dengan kelebihan berbagai macam jajanan yang ditawarkan. Menjadi pilihan untuk mencari snack berbagai acara. Cukup puas untuk menjadi destinsi kuliner khusus untuk jajanan pasar,2019-10-14
legend souvenir,Rame dan komplit untuk nyari persediaan masak memasak.. apalgi kalau legi.. semuanya hampir ada dan padatnya bukan main,2022-10-14
Kostka Christian,"Pasar yg tiada tanding, karena rame-nya sepanjang hari.
Dari pagi hari hingga malm hari",2023-10-14
Bima Bimahazima,"pasar jawa yg ramai, lumayan murah dan lengkap tempat parkir roda 2 tidak begitu luas akses cukup sulit untuk kendaraan roda 4, yg saya suka di sini, satu satunya tongseng dan sate kambing di pasar kotagede yg melegenda masih bertahan hingga kini sejak jaman Belanda, boleh di coba, deeeh...",2019-10-14
mama miaw,"Pasarnya bersih, pasar kecil, rame klo pas pasaran, ada daging, ayam, sayuran & buah2an, sdgkan ikan segar, baju, perlengkapan dapur kurang banyak",2020-10-14
Kaia Almeera 2D 13,"Tempat cari jajanan kecil buat acara arisan dll di sudut barat pasar, lengkap dan hematkalau pada jam tertentu bisa jajan kulineran khas jogja",2022-10-14
Arief Kurniatama,"Sobat kuliner. Anda akan menemukan jajanan khas Kotagede, khususnya jajanan Mataram.",2023-11-14
Azis Putra,"Salah satu pasar tradisional di Kota Yogyakarta. Menjual berbagai macam produk, dari jajanan pasar tradisional, perabot hingga sayur mayur. Jam operasional dari pagi hingga sore",2019-10-14
Novia Haryati,"Serasa bernostalgia datang ke pasar ini,aroma tradisionalnya Jogja banget.Sayangnya toko yang saya cari sudah tutup,padahal di maps masih terlihat buka.",2021-10-14
Rizki Rifai,Pasar yg lumayan bersih untuk kelas pasar traditional..,2019-10-14
rizu chaan,"Night marketnya banyak jual makanan
Mulai dari yg ringan sampai yang berat.
Jamu pun jg ada....",2022-10-14
Ginanjar Abdurrahman,"Pasar Kotagede. Salah satu pasar tradisional di Yogyakarta yang terletak di Kotagede. Pasar buka dari pagi sampai malam hari. Kalau jam pagi, ramai sekali, jika menggunakan mobil harus ekstra hati-hati.",2020-10-14
Jelan Lan,"Ada beberapa lapak penjual jajanan dan makanan untuk kulakan,jika dijual lagi di kampung masih dpt keuntungan yg wajar..👍👍 …",2022-10-14
TāchiBana,"Makanan dan minuman ada di sini, pasar ini kalau pagi banyak es cendol, tapi kalo malam banyak sayur-sayur an sama ada jamu terus ada gudeg juga",2019-10-14
just opick,"Selalu ada yang istimewa di pasar tradisional, nuansa interaksi tawar - menawar harga dagangan, bisa belanja di embah2 yang sepuh yang masih semangat meraih asa",2017-10-14
Aku Dedelia,Kayaknya ditipu pedagang waktu belanja.. harganya dimahalin bun.. padahal kalo yg dideoan jalan murah2 tapi harus gasik,2022-10-14
dewi arti,"Banyak penjual makanan, minuman, hiburan anak-anak dimalam hari.. komplit.. memudahkan orang-orang yang mau mencari makanan/sekedar mencari hiburan untuk anak-anak.. recomended sekali pokoknya..",2019-10-14
Findy Artha,"T4 yg cocok utk kulineran, harga sangat bersahabat.. cocok saat sore, banyak spot jual jajanan rakyat dan makanan kecil..",2019-10-14
imania 36,"Basreng di toko camilan dalam pasar enak, kriuk, engga keras, gurihnya pas.",2023-10-14
Bang Noer,Aku menemukan temoat jajanan kue basah di sini... Suasana ramadhan semakin dekat... kue2 seperti ini semakin terlihat istimewa saat Ramadhan.. :),2017-10-14
Anggita “Gigi” Anjani,Banyak jajanan dan makanan kalau soreeeee sampai malam. Enak buat kulineran. Cocok nih yang mau cari2 rasa autentik hehe,2019-10-14
Titi Raharjo,"Jalan jalan sore sambil kulineran
Lengkap enak harga bersaing
Tinggal pilih pilih mana yg di suka.pokok e komplit",2021-10-14
SY L,Tempat yang bagus untuk berjalan-jalan. Punya kerupuk udang kering dan udang kering bisa dibawa pulang untuk digoreng. Indonesia terkenal dengan kerupuknya yang beraroma. …,2023-10-14
Tau Wan,"Pasarnya tidak bau, dan lantainya tidak basah. Cukup membuka mata saya melihat beragam makanan/makanan ringan.",2023-10-14
Syech Al Zildjian,"Salah satu pasar tradisional masyarakat yang menjual berbagai macam barang mulai dari biji-bijian, kue, daging, sayuran, dan makanan matang.
Tempat ini belum dikelola dengan baik. Kebersihan, keamanan dan kebersihan perlu ditingkatkan secara signifikan untuk menjadi pasar yang sangat bersih seperti Beringharjo.",2024-06-14
Sophie Digby,Saya pergi setelah jam 2 siang jadi tutup tapi menarik untuk berjalan-jalan... sangat bersih...toko-toko luar yang menjual makanan ringan dan kue-kue menarik...dan para pedagang kaki lima berkumpul.,2023-10-14
Yuliana Dik Yull,Pasar tradisional legendaris di Jogjakarta. Banyak makanan enak dengan harga terjangkau tersedia di sini. Lokasinya sangat mudah ditemukan dan dikelilingi tempat bersejarah. Anda bisa bepergian dan berbelanja di sini. …,2021-10-14
russelin edhyati,Kabupaten ini mempunyai peran penting dalam sejarah Islam Mataram namun kita tidak bisa melihat jejaknya. Kita tidak dapat menemukan ceritanya dengan mudah. …,2019-10-14
Romy Reyans,"Pasar yang indah untuk merasakan suasana Indonesia yang sesungguhnya. Sebagai seorang musafir, saya hanya membeli barang-barang yang dikemas agar aman.",2019-10-14
lilina,"Saat berkunjung ke Kotagede, jangan lupa untuk berjalan-jalan di sekitar pasar. Anda akan menemukan banyak makanan lokal yang dijual dengan harga sangat terjangkau hingga membuat Anda ingin menangis. Saya beli ""Es dawet"" di dekat pintu …",2024-07-14
화곡동불나방,"Ini adalah pasar tradisional pada umumnya, tetapi skalanya kecil.
Pasar ini terkenal dengan penganan tradisional Indonesia.",2019-10-14
Prasasti Cintya,"Karena disetiap desa terdapat sentra kerajinan perak, sambutan masyarakatnya pun ramah",2017-10-14
sarasati setiyo asih,"Pasar tradisional memiliki penjual jajanan terkenal. Kita bisa membeli jajanan tradisional dan beberapa kue.
Memang harganya murah tapi terjangkau. Anda bisa menemukan kipo,kue ku,kue mangkok dan lain-lain. Banyak penjual dan banyak pilihan makanan di sini",2023-10-14
Bukit Vista Hospitality Services,"Pasar yang cukup sibuk. Meski autentik, kami mencoba beberapa makanan yang dijual di warung. Tidak terlalu higienis, Anda bisa melihat lantainya tidak terlalu bersih, dan beberapa makanan ditangani secara kasar oleh pelanggan lain, namun ini adalah representasi akurat dari kehidupan perkotaan/desa di kota di Jawa Tengah.",2021-10-14
freddie anantaro,"Kalau kamu suka jajanan kaki lima khas Yogyakarta dari yang jadul hingga yang modern, terutama pasar jajanan dengan harga bersahabat...pasar Kota Gede salah satu yang toplist. Mudah untuk dinikmati..",2023-10-14
Ari Ariefah,"Itu pasar tradisional. Sanitasi yang rendah. Namun Anda bisa menemukan pilihan produk lokal, daging, ikan yang segar & enak.
Terkadang Anda juga dapat menemukan anak ayam & hewan hidup lainnya. …",2018-10-14
Alisa Anjarwani,Surga camilan,2024-08-14
Seeing Adelantado,Ada dua jalan di desa ini dan banyak toko perak. Bisa sebesar lemari pakaian atau sekecil anting-anting. Sangat cantik dan sangat Indonesia. Terdapat beberapa toko perhiasan perak besar dengan dekorasi antik dan pajangan proses produksi …,2017-10-14
widianto adi,Apapun itu (apapun itu),2019-10-14
Miftahul Ilmi,"Pasar tradisional dengan berbagai jenis dagangannya. Anda dapat menemukan hampir semua kebutuhan sehari-hari Anda di sini: makanan, pakaian, bahan masakan, dll. Namun satu hal, tempat ini penuh sesak; terlalu sedikit ruang dengan terlalu banyak orang.",2021-10-14
山崎日出男,pasar umum Yogyakarta. Anda dapat menikmati nuansa lokal. Dia tidak keberatan jika Anda mengarahkan kamera ke arahnya dan akan tersenyum.,2023-10-14
Rosiful Istinam,"Menjelang malam, banyak stand kuliner yang menawarkan aneka snack dan makanan untuk makan malam. Tradisional dan mengesankan",2023-10-14
Uthi Kustanti,"Pasar langsung yang indah dengan penjual lokal dan produk lokal.

👍👍👍 …",2019-10-14
ruslina triastuti,"Anda dapat menemukan hampir semua hal yang Anda butuhkan di sini. Pasar tradisional ini sungguh menggemaskan. Dari pagi hingga larut malam, ia hidup. Satu-satunya hal yang harus diperbaiki adalah penataan tempat",2020-10-14
Tiara Inez,Ini adalah pasar tua di sepanjang jalan utama di tengah kawasan Kotagede. Pertokoan & pedagang asongan menawarkan kebutuhan sehari-hari & bahan makanan sepanjang hari.,2023-10-14
Albert Andrew,"Tempat yang cocok untuk berburu jajanan, apalagi jika ingin bernostalgia dengan jajanan tradisional Jawa, sayangnya tidak ada halte bus di dekat tempat ini, namun tidak masalah jika berjalan kaki sekitar setengah kilometer dari terminal bus.",2019-10-14
Amnina Fira Kharira,"Benar-benar direkomendasikan bagi Anda yang ingin mencoba jajanan tradisional khas Jogja yang menggugah selera. Anda bisa mencicipi ""Pukis"" yang baru dibuat, tahu/tempe/tape/singkong goreng, segala jenis buah-buahan tropis, mie Jawa, …",2017-10-14
habib abdulloh,"Jika saya membawakan Anda apa yang Anda cari untuk camilan, atau tanaman hias, jika Anda ingin mencari ayam atau senjata
Itu bagus",2021-10-14
kopiku1,"Saya pergi ke pasar Kotagede dekat toko Peni..

Aku membeli beberapa makanan ringan... …",2022-10-14
Tias Pramuka,Banyak kue basah dan kering dan juga makanan seperti ayam bacem..ramai di pagi dan sore hari,2019-10-14
Triharsi Dyah Pangesti,"..yah, aku rasa, ternyata posisi rumah sahabatku itu ..berlawanan dengan pasar tertua di Jogjakarta yang dikenal dengan nama Pasar Gede.  Suasana akan sangat ramai pada hari Legi.... Minggu Legi, Selasa Legi, Jumat Legi dan seterusnya (hari …",2019-10-14
Budi Karyanto (BK),Seperti di masa lalu Kerajaan. Bangunannya yang klasik membuat jiwa memasuki masa ratusan tahun lalu,2022-10-14
Andriadi Eko Yuwono,"Sama seperti Pasar Tradisional pada umumnya, berbagai produk dapat ditemukan di dalamnya. Seperti Jajanan Pasar/makanan ringan, pakaian, produk sehari-hari, daging, dan kenyamanan.",2021-10-14
Rifqi S,Sama seperti pasar tradisional lainnya. Penuh dengan orang. Segala kebutuhan sehari-hari bisa Anda temukan di sini. Tempatnya agak kotor seperti pasar tradisional lainnya.,2019-10-14
Suryanta,Pasar di kawasan warisan budaya. Di sekitar area pasar ini nuansa dan aura klasik sangat terasa.,2022-10-14
MP LIM,"Lupa mengambil gambar di dalam...
Tapi secara keseluruhan oke, agak ramai di dalam dan kurang bersih :)
Tapi makanan penutupnya luar biasa~",2022-10-14
Fadil Ramadhan,Minggu malam jam 10 malam minum jamu godog di depan pasar Kotagede sambil mendengarkan live music. Ini menyedihkan,2017-10-14
