Nama,Ulasan,Tanggal
Wisnu Hera,"Macam barangnya macam2, tempatnya luas, harga relatif, harus pinter2 nawar",2023-10-14
Handson Yudit,"Parkir luas, barang yang di sediakan komplit gak perlu cari jauh jauh buat yg punya rumah sekitar pasar klithikan, harga terjangkau, bisa di tawar tpi jangan keterlaluan ya hehe, Jual HP juga ada lho, sepatu, tas, sabuk, dll.",2019-10-14
David Akht,"Lots of motorcycle sparepart, from new to second hand
Phone and laptop repair and trade shop
Some fashion shop …",2023-10-14
Arif Go To Digital,"Pilihan terakhir saat beli jaket, sandal, sepatu, helm, baju, kaos dan lain-lain kalau nggak ada diskon di toko2. Harganya jelas murah meriah daripada mal-mal. Kualitasnya juga lumayan. Tetap bisa bergaya meski harganya terjangkau. Di …",2019-10-14
Nicholas Lakusa,"Lengkap sekali disini ada jam, tas, topi custom, makanan-makanan, hape, alat musik. Yang paling penting anda harus pinter ngenyang / menawar. Karena saya pernah beli jam tangan dari 75k saya tawar jadi 70k. Eeee teman saya beli jam 30k saj …",2019-10-14
kijang94 ansori,Sekilas...ada perubahan dari maksud awal ...karna klithikannya saat ini sudah banyak berkurang ....dibandingkan priode awal dibuka agak kecewa sih...,2023-10-14
Anggie (Anggie),"ramai..klo mau beli oleh"" bisa banget tp harus bs nawar ya..klo kyk makanan oleh"" hrgnya lebih mahal..contoh aja..dipusat oleh"" seperti toko yg besae pinggir jalan..enting"" 26rb dipasar sy tanya 45rb...mending beli yg udh ada barcode aja..",2019-10-14
ngEkonomi & Berkelana,Pasar klitikan merupakan pasar yang sangat terjangkau untuk mencari barang-barang ataupun aksesoris terutama aksesoris motor mulai dari aksesoris yang baru atau aksesoris yang bekas. yang dijual di tempat ini bukan hanya aksesoris motor …,2019-10-14
andari purnamawati,"pasar klitikan adalah salah satu pasar di jogja yang menjual barang2 bekas.  disini bisa milih mau beli barang bekas seperti apa.  handphone, helm, sepatu, hingga koin2 jaman dulu ada.  untuk harganya bisa di tawar.  semakin malam, suasana …",2018-10-14
Garda Bagus Damastra,"ada berbagai macam kios dagangan di pasar ini, harga bermacam-macam. Kemampuan tawar menawar menjadi hal utama jika ingin mendapatkan harga miring, toilet tidak terlalu bersih. Parkir luas namun tukang parkir terkadang tidak turun langsung mengatur kendaraan yang ada, terkesan tidak menjaga.",2018-10-14
Adhe aditya,"Pakuncen atau yang biasa dikenal pasar klitikan jogja. Ialah pasar barang barang murah, bisa dikatakan murah dikarenakan harga yang sedikit miring dibandingkan harga pasaran. Tergantung seberapa pandai kita dalam menawar barang. Pasar …",2019-10-14
Abdulah bunawan,Tempat menjual beberapa barang yang harganya cukup murah. Di bagian depan atas dan bawah adalah kios kios yang melayani jual beli hp bekas. Dibagian belakang terdapat cukup banyak kios-kios pakaian yang harganya juga cukup murah. …,2019-10-14
Imtitsal Aditama,"Salah satu pasar yang terkenal di Yogyakarta. Di pasar klitikan menjual berbagai barang bekas, mulai dari spare part motor, jam, elektronik, hingga helm bekas. Terdapat juga barang2 baru seperti helm, pakaian, acsessoris, tas, sepatu, …",2020-10-14
Febrianti Beniex,"Mayan cari² perintilan peralatan yg rusak/waktunya ganti. Macem2 sih ada helm, hp, onderdil. Salah satu rekomendasi buat cari perintilan peralatan rumah tangga yg rusak.",2021-10-14
widi purnomo,Pasar ini menyediakan berbagai macam barang yg tidak hanya bekas atau second hand tapi juga barang baru. Tempat yang cocok untuk mencari barang-barang unik atau yang langka. Di pasar ini kita bisa melakukan tawar menawar maupun barter. Pasar ini cukup bersih dan luas dan fasilitas yg ada cukup memenuhi.,2020-10-14
Nur Rohmah,"Komplit antara barang yg second maupun yg baru , khusus lapak pakaian di bag atas belakang SPG nya ada yg genit klo ada rezeki lebih siap dibawa happy"" mereka ...meluncurrrrr he he",2021-10-14
Laras Wulan,"Ini adalah pasar yg menurutku di dominasi oleh brg2 kaum adam yang di jual. Mgkn ada untuk kaum hawa, tp presentasinya sdkit sekali. Ada berbagai macam brg disana, dr mulai sepatu, pakaian, alat2 otomotif, helm, hp sampai brg2 unik. Dari …",2019-10-14
Yulius DN-Frog!,"Mau cari barang harga miring? Silahkan mampir, namun harus pandai2 dalam memilih agar tidak kecewa, silahkan pilih jika suka silahkan tawar jika deal silahkan bayar, seperti pasar pada umumnya, parkiran luas namun hati2 kadang copet …",2019-10-14
Shainy_17,"Kemarin beli kaca lampu tarik kuno disini
Pelayanan baik, orang2 yang jualan sangat membantu meskipun yang saya cari tidak dimiliki, mereka menunjukkan lokasi yang menjual barang yang saya cari 😊 …",2020-10-14
Oni Kuswarno,Tempat nya Jual Beli berbagai macam barang second maupun Baru baik Baju celana sendal sepatu electronic. Maupun berbagai macam onderdil motor maupun mobil yg sangat komplit dengan pelayanan yg lumayan ramah dari pedagang nya juga bisa …,2018-10-14
Fara Dfara,Tempat mencari brg2 bekas penuh sejarah khusus di kota Yogyakarta. Dengan harga variatif tergantung permintaan dan jenis brg kuno yg diminati.,2022-10-14
Arief Kac,"Disini lengkap gais tapi bagi kalian yang ingin kesini siapin kata"" buat tawar-menawar deh hehe para penjual juga humble kog santai aja asik semua
Nb:tidak semua barang bis di tawar ya gais dan jangan nawar barang seenaknya nya lu okee",2021-10-14
ASPRO,"Konon kabarnya, pasar ini dinamakan klithikan karena dahulu di tempat ini menjual berbagai aksesoris kendaraan dan kebanyakan mengeluarkan bunyi “klithik-klithik”. Nama lain dari pasar ini adalah Pasar Pakuncen. Disebut demikian karena …",2019-10-14
Mas Pandu,"Tempat luas, hampir semuanya dijual disini. Mulai dari pakaian, gadget, aksesoris motor, kacamata, kebutuhan pertukangan, tas dan lain sebagainya. Ada kamar mandi dan atm. Parkirnya 2000 dan sejauh ini selalu aman.",2018-10-14
Lynn Sasanti,"Suka atmosfernya yang jogja banget. Buat kamu yang pengen blusukan di pasar jogja yang bukan mainstream, dateng deh ke sini. Kamu bisa dapetin aneka barang lawasan, seken, maupun baru dengan harga yang lebih miring daripada di mall.",2020-10-14
Titis ayu winarni,"nyari kacamata minus model kece kualitas optik ternama harga murce bisa dimari
bojo nyari topi sablon custome hrga 35rebu perak aje juga di sini
nyari kemeja, celana, benerin jam tangan, kunci gembok, rantai, helm,
yaaah semua deh ada di sini.",2019-10-14
bambang setiyono,"pasar klithikan kuncen adalah salah satu tempat yang menjual berbagai kebutuhan seperti variasi motor dari yang baru sampai bekas,ada juga tempat jual beli hp dari hp bekas sampai yang baru,ada juga barang barang acesoris hp pernak pernik …",2020-10-14
anida,"Pasar klitikan yg sekarang lebih tertata rapi. Dan tempatnya lebih bersih. Jd utk cari barangpun lebih nyaman. Disini anada harus pintar""nawar yaa.. Skrng banyak yg jualan gk cm hp sm onderdil motor. Tp msh ada tas , baju , jam tangan ,dan msh bnyk lg accesoriss laennya.. Yg pasti semua itu kebutuhan buat cowok..",2019-10-14
Fuadah RF,"bisa dibilang lumayan bersih tempatnya..mw nyari baju sepatu dll juga ada, dr yg bekas atau baru, harga relatif lebh murah. .",2019-10-14
nova wahyu,"Tempat bersih, cukup lengkap dengan bermacam varian produk",2023-11-14
Fajar Junianto,Ada banyak barang yg dijual dari elektronik onderdil pakaian perkakas komplit broo dari yg baru sampai yang bekas dari yg ori sampai yg kw dari yg mahal sampai yg murah penjual yang ramah ramah harganya pun bisa ditawar,2020-10-14
Halo Paradise,"Tempat doi suka beli barang-barang ni, katanya murah. Banyak tersedia toko toko antara lain baju, jaket, jeans, jual beli barang bekas maupun baru, gitar, kacamata, accesories motor, Pasar ini tutupnya jam 10 ya.",2019-10-14
Maryati Dian,"Pasar klithikan biasanya mulai ramai pengunjung sekitar pukul 17.00-malam ,meskipun pasar klithikan sudah buka dr pagi jam 09.00 😊
Dan kebanyakan yg berkunjung kesana cowok2 😃 …",2018-10-14
Arvinza Yazira,"Buka dari pagi sampai malam hari, rata rata orang menghabiskan waktu sekitar 15- 45 menit disini, tempat dimana jual beli barag bekas,namun barang baru pun juga tersedia, disini anda harus pandai tawar menawar agar mendapatkan harga terbaik",2019-10-14
Singgih Tri Prasetya,"Saya pernah berkunjung tetapi tidak sempat mengambil foto. Tempatny bersih bagus, menjual barang"" antik dan unik barang"" bekas juga. Sekarang lebih banyak penjual yang menjual pakaian dengan harga tawar menawar. Biaya parkir Rp2000.",2017-10-14
ayi septy,"Di lantai 2 banyak yg jual hp bekas atau baru di lantai 1 ada tas, sepatu ,pakaian , helm ,jam tangan , yg bikin mahar pernikahan juga ada  , klo mlm rame kebnyakan laki"" klo di sini , jgn lupa klo beli di tawar ya 😂 …",2018-10-14
dian Kurniasih,"Merupakan relokasi dari pedagang klithikan yg dulunya d jalan mangkubumi. Tempat lengkap menjual sparepart motor,  alat elektronik seperti radio dan televisi,  bekas dan baru.  Ada juga hp second. Ada juga tas,  sepatu dan baju baju,  tapi kebanyakan untuk laki2. Parkiran motor cukup luas. Untuk parkiran mobil yg terbaTas tempatnya.",2018-10-14
tyos s,"pasar yg dominan diisi oleh penjual barang-barang bekas namun kadang juga masih berkualitas, banyak sekali jenis barang yang diperjualbelikan, dari barang antik yang kuno sampai dengan barang - arang moderen seperti smartphone …",2020-10-14
Windra Deba Suryawan,Tempatnya bagus dan harganya miring alias murah. Namun saya mendengar ada kejadian para pengunjung kehilangan helm saat berkunjung dan saya jika berkunjung kesana bersama teman. Saya selalu membawa sendiri helm saya. Ya takut pulangnya ga bawa helm wkwk,2018-10-14
Dona Pasa,Pasar yang pas bagi anda yang suka hunting barang-barang bekas maupun barang baru yang bisa ditawar. Pada pasar ini terdapat beberapa sektor. Lantai atas pada bagian depan merupakan lokasi khusus handphone dan barang elektronik. Sedangkan …,2018-10-14
PRIBADI.,"Hampir segala jenis barang dan kebutuhan dijual disana. Untuk harga tergantung pinternya kita. Mereka biasanya naikin harga hampir 2x lipatnya, jadi kalau nawar langsung anjlokin aja :D",2020-10-14
Ndaru Kun,"Banyak barang yang dijual, dari pakaian, peralataan bengkel, spare part motor, helm, handphone, camera, dsb..
Untuk harga bisa lebih murah dibandingkan ditempat lainnya, jika anda pandai …",2018-10-14
Nanang Kurniawan,"Rekomendasi tempat untuk anda yang mencari barang 2nd. Selain harga yang murah dan bisa di tawar, ketersediaan barang juga relarif banyak. Namun anda perlu benar2 cermat sebelum membeli, apabila anda beruntung, anda akan mendapatkan barang …",2016-10-14
Joko Purwono,"Minggu banyak yg tutup.
Mayoritas pedagang hp bekas",2023-10-14
Riza Pahlevi,"Tempat mencari barang2 bekas yang seru. Sensasi belanja yang berbeda dari tempat2 perbelanjaan yang antara pembeli dan penjual bisa berinteraksi bukan seperti mau jual-beli, tapi seperti teman lama yang baru ketemu kembali. Mulai dari …",2018-10-14
randy desta,"Lokasi nya cukup strategis dan mudah sekali dilihat dan banyak orang yg tahu.
Menjual barang second dan baru, seperti, elektronik (aksesoris motor/sepeda), counter dan fashion. …",2018-10-14
Susanti Setya,tempatnya belanja para anak muda .. tempanya luas dan lengkap onderdil motor baru/bekas  baju  celana dompet tas kaset cd dll.dsini jg ada mushola yang lumayan luas .alhamdulillah pas belanja udah masuk waktu solat ga usah pusing2 nyari t4 solat,2020-10-14
Muhammad Iqbal,"Barang yang di jual disini beragam terutama bagi yg nyari spare part kendaraan atau handphone bekas, ya disini tempatnya. Sempat kebingungan ngebedain barang KW Ama yang asli dan Alhamdulillah Nemu barang yang asli disini dan harga miring.",2018-10-14
PeaceMan,"Barang barangnya lumayan lengkap mau cari sepatu, helm atau aksesoris motor dan hp ada disini juga. Tempatnya anak anak jogja kalau biasanya mau cari aksesoris dll",2021-10-14
Darmono Gupik,"Apabila datang ke Yogyakarta sempatkan singgah di Pasar Klithikan barang istimewa harga terjangkau, ramah penjualnya
Dan ingat apabila hendak membeli pastikan dulu barangnya baru ditawar lihat dulu …",2018-10-14
Pak Herman,"Pasar klithikan Pakuncen, menyediakan berbagai stock dagangan second yg masih layak di gunakan seperti onderdil sepeda motor , peralatan rumah tangga, onderdil mobil,dan yg lebih spesifik peralatan dan mata uang logam kuno...,dg harga yg …",2018-10-14
Probo Darono Yakti,"Pasar serba ada, silakan cari barang antik, barang bekas dan barang yang masih layak pakai disini. Tentu dengan harga rendah yang ada di bawah pasaran. Pandai-pandailah menawar karena anda akan melompat girang setelah mencari barang yang anda cari kemudian membayar dan menebus dengan harga yang amat murah.",2016-10-14
Aprik Setiawan,"Tempat jual beli barang baru dan seken kaya baju, hp, dan onderdil motor harga bersahabat",2023-10-14
Roni Al Barqis,"Pagi hingga siang tempatnya msh agak sepi, tokonya juga masih banyak yg belum buka. Pasarnya semakin nyaman dengan diperbanyak kursi sebagai tempat duduk bagi para pengunjung.",2021-10-14
Axton Khafid,"Parkir udah ada,  tapi akses difabel ndk ada,  unt anak kecil aman kok tempatnya,  rata"" menjual perlengkapan fashion pria dan wanita ,tas,sepatu,jam tangan, ada disini mulai harga yg puluhan ribu sampe ratusan ribu, menjual hp juga, juga …",2018-10-14
desember andrias,Barang yg dijual kabanyakan spare part motor baik baru maupun bekas hanya sedikit barang lawasan..jg ada baju2 dan sepatu..,2021-10-14
Anjar RH (Dhona Anjar),"Luar biasa lengkap menjual barang-barang aneh yang menurut sebagian orang, mulai barang bekas sampai barang baru. Di sana juga menjual sticker-sticker khas Jogja Istimewa dengan harga terjangkau.",2018-10-14
umar,"Belanja murah ya di pasar jgn di mall, di sini tersedia juga alat-alat dan onderdil sepeda motor
Banyak sekali macam-macam toko mulai dari toko jam, sepatu, onderdil, baju, ada juga BRI link nya",2018-10-14
Dwi Agus Prasetio,terdapat berbagai macam kebutuhan anda dari hp kamera baju sparepart dan acsesoris motor tua..harga murah bersahabat bisa tawar menawar sampai benar benar deal.,2020-10-14
Lintang Dewi P,"Seperti pasar pada umumnya, ga kotor ga bersih. Buka dari siang sampe malem. Pembagian jualannya pun jelas. Cocok sih buat kalangan menengah kebawah, bisa buat cari barang kw kw 😂 …",2019-10-14
Rio Adam,"Tempat alternatif cari barang"" bekas/second, onderdil spare part yg di toko belum tentu ada, jual juga kebutuhan pakaian dll.. Servis jam ato hp,  semoga kedepannya mendapatkan sponsor untuk event"" supaya lebih maju!",2018-10-14
Margo mulyo,Mantao dari barang Lepasan sampai yang Baru ada semua... saran jangan terpaku sama satu toko aja cari refrensi harga di toko yg lain dan Harus berani Nawar,2021-10-14
Shantyoko Damaryanto,"Salah satu tempat yg menjual barang-barang terlengkap mulai dari fashion otomotif musik dll...
Harganya terjangkau dan bisa nego",2023-10-14
New Yohanes,"cukup bagus terutama counter service hp.
cukup memuaskan krn service hp bisa ditunggu dan hasilnya bagus krn hp bisa pulih spt sedia kala tanpa ada data yg hilang .",2020-10-14
Fahmi Hidayati,"Tempat luas dan sudah tertata sesuai kelompok yang diperdagangkan, cukup nyaman untuk berjalan jalan sambil mencari barang kebutuhan👍 …",2022-10-14
zola ft.,"Tempat ""jujukan e cah enom-enom"" Jogja yang dompetnya minimalis sampai minimalis+ 😅.
Mau cari barang yang setengah pakai ada, yang baru ada (banyak). …",2018-10-14
bara tnt,"Barangnya banyak yg baru2... Sekarang.. Di luar banyak pilihan
Jadi barang bekas yg dicari kurang lengkap diklitikan",2022-10-14
D K,"Bersih,  tapi barang2nya kurang lengkap, lantai 2 hp2 second,  lantai bawah depan elektronik bekas, sparepart motor,  di lantai bawah tengah banyak baju2, sandal, dan masih banyak yg lainnya",2019-10-14
Azani Hermanto,"Untuk mencari barang barang murah dan berkulitas , mau mancari barang barang bekas , alat alat sepeda motor semua ada disini, buka dari jam 10pagi sampai jam 10malam, tempat mudah ditemui pas dipinggir jalan besar.",2019-10-14
178 Muhamad Ilham Khuznul Mafaza,"Penjualan barang-barang, seperti topi, tas, jaket, sepatu dan masih banyak lagi.
Akses lokasi yang tentunya mudah. …",2020-10-14
kak made,"Lebih banyak spare-parts motor, helm, dan fashion ketimbang barang antiknya. Pasarnya lumayan bersih tertata. Sayangnya di hari Minggu banyak toko tutup.",2019-10-14
Muhammad Jamaluddin,Pasar ramenya malam hari..tempat nyaman terang benderang..dagangan komplit..dari baju. Topi. Tas. Alat musik.handphone. alat pertukangan . Sparepart motor mobil. Dan masih banyak lagi,2019-10-14
Willem Sunarno,"Dengan menyandang nama pasar barang bekas, tetapi kita juga di suguhkan dengan barang barang kekinian atau hampir mayoritas semuanya baru juga tersedia mulai dari gadget, aksesoris, otomotif, fashion anak muda dan pernak pernik barang barang unik",2020-10-14
Theatre of Mind,Saya kemarin baru pertama kali kesini dan awalnya agak khawatir karena saya datangnya malam hari. Tetapi semua kekhawatiran saya sirna ketika sudah masuk ke dalam area pasar,2022-10-14
Matkli Astrianto,"Dulu jadi gudangnya barang bekas, sekarang berganti dengan barang"" baru..
.
Ciri khas pasar tradisional dengan harga yang bisa ditawar.. …",2017-10-14
Dimas M. Atmojo,Pasar yang jual barang-barang bekas/baru. Cukup murah-murah harganya. Harus pinter-pinter nawar untuk dapat harga yang oke. Kadang-kadang kita bisa nemu barang yang tidak terduga. Cobalah main-main kesini :),2019-10-14
Agus Fitriyono,"Tempat jual beli barang baru dan bekas segala macam kebutuhan kendaraan,dr sepeda ontel,motor maupun mobil,juga tersedia macam 2 pakaian dr anak2 sampe dewasa ,parkir luas tempat nyaman harga bersahabat berada disekitar wilayah pinggiran kota Yogyakarta",2019-10-14
Anonymous Cat,"I was here looking for second hand sport shoes, it was better than expected. if you can't haggle the price down (you can ask 50% from their offer, then increase 10-20% to deal) make sure you're bringing your friends to help you. it's also a …",2020-10-14
Mugni Saepul,"Asik tempatnya , dri helm bekas , onerdil bekas, onerdil motor terbaru ada disini tambah tempat jualan lainya sebagai pelengkap seperti fasion tmpat jual beli hp di lantai 1.",2018-10-14
Gunawan Koplak,"Bagus, tempat'a juga nyaman, sekliling'a  juga.🇲🇨💯🚷 …",2024-02-14
Redi Anto,"Tempat belanja oke lah. Pilihan barang banyak, cukup beraneka ragam, emak lagi free parkir . Pasti tambah rame",2021-10-14
Misbahul,"Parkir mobil diluar, Motot bisa masuk. Kebutuhan semua hampir ada, harga murah dan kualitas bersaing",2021-10-14
Bangkit Santana,"Tempat jual beli barang elektronik, barang antik, tas, dan sebagainya. Bisa nemuin knalpot bagus juga.",2022-10-14
Bagus Rilo,"Cocok untuk anda yang ingin mencari barang second dengan kondisi yang lumayan bagus dan juga disana terdapat banyak toko pakaian , helm , dan aksesoris",2020-10-14
Alfian Primantara,Tempat untuk cari sparepart motor dan barang barang kw. Dulu rame sekarang dah ada online shop masih rame gak?,2022-10-14
Heny Dwi susanti,"Ada banyak barang kebutuhan kaum laki2 khusus nya..
Ada baru ada yang setengah pakai.. untuk harga lumayan miring",2021-10-14
Anthony Kedang,Disini segalanya ada deh...cm kl yg barang baru dah model spt di toko aja...nda ada tawar menawar,2018-10-14
Muhammad Fendi Riyadi,Banyak barang menarik disini dan pedagangnya humble,2023-10-14
Muzammiel Ariyadi,"dulu sih pusatnya barang2 beskas dan komplit...
tapi sekarang lebih komplit, tapiiiii, kebanyakan barang baru",2021-10-14
Anggi Ayu Ekawati,"Murah,  lengkap, dan bisa ditawar cari apa ajah ada. Baik baru maupun second. Harus pinter nawar biar daper harga oke.",2019-10-14
Muhammad Yusuf Faidzillah M,"pasar tradisional jogjakarta selain malioboro, tempat ini menjual berbagai macam barang, ada di situ semua dengan harga yang murah dan dapat di tawar , kata orang di sini pasar gelap , tapi entah benar atau tidak.",2017-10-14
muchammad prayogo,"Tempat jual beli barang bekas dengan kualitas yang bagus, hampir semua barang bekas ada, mulai dari sparepart kendaraan bekas/baru, pakaian, peralatan rumah tangga semua ada",2019-10-14
Musafa Arif,"Onderdil yang disediakan lengkap, baru maupun bekas, harga sesuai hanya pintar pintat saja untuk menawar",2018-10-14
Isnu Arif,"Barang""nya lengkap dan harga yg dpt d tawar semiring mungkin, sampe oleng 😆 kbnyakan brang KW super,.. …",2017-10-14
Ari Prasetyo,"Dulu pasar ini terkenal dgn barang² bekasnya, skrng tinggal 40% kios yg jual barang bekas, 60% kios Jualan Barang baru.",2021-10-14
akbar prathama,Pasarnya lengkap dengan harga yang terjangkau,2019-10-14
edo vintage largangsir comunity,Membantu,2024-06-14
Priyo Dwi Wibowo,"Tempat ini menjual berbagai macam alat, dan kebutuhan manusia baik itu tas, dompet, jaket, baju, kaos, celana, gitar, spatu, alat elektronik dan mesin yang sangat terjangkau dan bisa ditawar.",2017-10-14
R4VI Jogjakarta,Recomendasi bagi anda yg mencari brg second dgn kualitas original dan hrg miring.. Boleh di tawar shg lbh menarik,2019-10-14
Ipungkas Widiyantoro,"Ada beberapa barang yang kami cari tidak terdapat disini, ayo ramai kan pasar klithikan ini",2019-10-14
Surahman,"Banyak tersedia berbagai macam part motor, bekas maupun baru.. juga ada pakaian, elektronik, dll",2019-10-14
Nur Alim09,"Masuk Minggu 16 Februari 2020:
-Tiket masuk Rp.3000/orang
-Parkir Rp.2000/motor",2020-10-14
Piyu,Bagus buat orang-orang yang suka barang-barang jadul atau cari sparepart motor baru maupun bekas,2020-10-14
Rizal Prastowo Putra,Barang barang langka dan bekas pakai cukup banyak. Menarik untuk dikunjungi karena keunikannya,2017-10-14
Sgung Rintoko,Kebanyakan Bukan barang bekas lagi yg dijual....yg bekas tersisihkan,2021-10-14
kusumo hendrarto,Banyak barang bekas dan baru juga ☺️👍🏼 …,2023-10-14
Andy Mey Sutaamipraja,Kami membeli banyak barang murah yang sepadan. Kita harus tahu harga pasarnya supaya tidak mahal.,2019-10-14
Didik Itopurwonegoro,"Mencari barang bekas, tapi tidak terlalu lengkap. Banyak penjual baju, sepatu dan helm",2019-10-14
Agus sugiharto,Datang ke sini untuk membeli barang-barang beranggaran rendah. Barang bekas juga tersedia.,2019-10-14
Andi Santoso,Ada banyak spare part motor bekas disini. jangan pintar-pintar memilih dan bernegosiasi..,2021-10-14
Ardiansyah Ikhsan,"Silakan datang ke pasar untuk mencari barang baru, barang lama juga tersedia.",2020-10-14
Bella Iriantos,Ada baiknya untuk menemukan barang rongsokan yang murah jika Anda bisa menawarnya,2017-10-14
irfan taufiq,datanglah pada sore hari sebelum malam dan malam. yang banyak menjual jam tangan seperti itu,2018-10-14
Okta Yuniska,Rasakan kuenya d. disney,2020-10-14
D.O.C 17,memukul,2024-06-14
Arif M,"Ini Lapangan Pakuncen😂
Murah jika Anda bisa menawar, bagus jika Anda bisa menemukannya. …",2019-10-14
mbah karyo,Tempat berbelanja segala macam kebutuhan dengan harga terjangkau,2019-10-14
Andreas Prasetya,Saya merasa lebih lengkap dan damai di malam hari.,2018-10-14
Dimas Setyo,Ada banyak grip analog untuk motor di sini,2019-10-14
dri aryanto,"Ketika saya tiba di malam hari, sudah terlambat dan banyak yang tutup",2019-10-14
Enggal Prasetyo,Temukan suku cadang dan barang langka dengan harga pelajar,2019-10-14
Laurensius Pramanta,Tersedia banyak barang baru dan bekas,2020-10-14
Anorogo Wimbo,Banyak sih.. tapi harus pintar menawar,2017-10-14
Dewa Angin,Bagi yang sedang mencari barang bekas bisa juga,2018-10-14
yunianto saputra,"Murah, bagus, harus pintar menawar",2021-10-14
saerno 75,Mencari spare part insya Allah,2018-10-14
Venuca,banyak hal yang tidak tersedia di semua tempat,2021-10-14
Meydyla Lintang,"Temukan barang-barang kuno, barang antik di sini tempatnya",2021-10-14
pii soekamti,Stabil...t4 te,2021-10-14
soerep SAKRI Su,Namanya klitikan harus jeli dan tegiti,2019-10-14
Rocky Ramadhan,Mari mampir ke sini,2021-10-14
Joshua Hermawan,Ini sangat keren sekarang...,2021-10-14
Reza Ardianto,hasilkan sekitar 40 ribu lur,2018-10-14
ARES,"Ya, itulah intinya",2019-10-14
Eko Wahyuni,"Direkomendasikan.. gumam
Terutama ayamnya..enak",2019-10-14
Mazkirman Eka,Macem2 onooo poko.e,2018-10-14
Bayu Pradana,Tidak sebanyak sebelumnya,2020-10-14
fijar bahqri,Belanja kuno... kuno,2019-10-14
Henry Harto,Tidak sebanyak sebelumnya,2020-10-14
Andy Eko,itu ramai di malam hari,2018-10-14
Rian Hidayat,Harga pelajar baik-baik saja,2019-10-14
Ari Dwi,"oke, banyak pilihan",2018-10-14
yuma nisaaa,Semuanya ada di sana,2023-10-14
Wijaya Kusuma,Pokoknya percayalah..,2017-10-14
billi psp,Pintar untuk kenyang,2020-10-14
Nur Indah Handayani,barang bekas muraahh,2017-10-14
Agus Rahmad Setiawan,Banyak perwakilan mencari sesuatu,2017-10-14
defitank,Jika,2023-10-14
Fatchur Rahman,Beli helm memori,2015-10-14
Rita Yulius,Ini adalah festival ngiler,2017-10-14
Satyaki Garindra,Palugada... gua apalucari disana,2018-10-14
Aris Uzumaki,Pasarnya bersih dan rejekinya bagus,2020-10-14
Sujadi Jadi,Sudah seperti itu 😀 …,2019-10-14
Nasr Tozer,Pasarnya bersih dan rejekinya bagus,2020-10-14
Rafif Nabil,Bagus dan bersih,2020-10-14
Arga Arlingga,Carilah barang-barang lama,2019-10-14
Arif Wicaksono Prasetyo,Pasar Jogja keren banget,2019-10-14
B Menther,Pasar itu mahal,2019-10-14
popi iyrin,cukup banyak orang,2020-10-14
Prastowo Agung Parmadi,tempat belajar suku cadang otomotif,2017-10-14
First View,Murah dan ceria,2018-10-14
angganovihastakasa,mantap kecil,2019-10-14
Jr Album,Oke..,2019-10-14
Krisno Rubiyanto,"Murah sekali,” sip",2019-10-14
bagus ainulkhaq,Terlalu banyak,2019-10-14
Adhysti D. Rizki,Selalu ramai,2019-10-14
Retno Kusumastuti,Pagar,2022-10-14
Abee Amreen,harus cukup pintar,2021-10-14
mas jaja,Pemulihan penuh,2018-10-14
cah angon,"Srba punya,,,pokoe twooooop",2019-10-14
New Official Ageng Ngumbara,Itu,2021-10-14
Slamet Rosyadi,Jika,2021-10-14
Satria Biru,Enak banget..,2019-10-14
Mur Wanto,Bukan klithikan,2017-10-14
heru Sentosa,atas,2021-10-14
Miftah Noor Khasanah,Musim panas,2019-10-14
catoer pradana,masok,2019-10-14
Panji Gendhis,Yuuuuuuuuuuuuuuuuuuuuuuuuuuu,2018-10-14
Ww Lenovo,Segalanya membuahkan hasil 😁 …,2020-10-14
Anas Anang,Tidak,2020-10-14
Diah Pee,Ya,2019-10-14
Lord Bandot,Dia,2021-10-14
Gebian Ridho Sadewa,Terkunci,2018-10-14
Syariful Ahwan,Jika berlaku,2018-10-14
Arista Widyayanti,Murahh,2020-10-14
Sunarsi Sunarsi,#AyoPanduan,2018-10-14
Endah Bekti Utami,"Kesini beli helm katanya murah2 tp aktualnya sama aja, cuman emang pilihannya banyak ketimbang beli di pinggir jalan. Pasarnya sepiii apa mungkin ku kesana pas pada libur. Sayang kurang terawat",2024-08-14
Anita Interista,"Sebenernya luas dan macam2 isinya. sayang saya berkunjung siang di mana kata para penjual, ramenya saat sore sampai malam. Hujan deras bisa jadi hambatan karena tidak semua koridor ada kanopinya",2024-03-14
Ardha Syafariyadi,Murah meriah tapi harus pintar pintar cari barang yang mau dibeli,2024-05-14
Awe,"Dulunya ajang berburu barang bekas..
Apalagi jaman masih di sepanjang trotoar jln Mangkubumi..
Tapi sekarang banyak barang-barang baru juga.. …",2024-08-14
Andy Lau Craft,"Cari berbagai macam kebutuhan ada
Pakaian , celana , sepatu, sandal , tas , topi, asesoris / onderdil motor dll
Harga lebih miring...",2024-09-16
Benediktus Wahyu K.,"Pasar Klithikan ini merupakan sebuah pasar yang menjual berbagai macam jenis barang-barang bekas, barang-barang kuno maupun barang-barang baru. Ketika saya berkunjung ke pasar ini, kebanyakan saya menemukan para pedagang yang berjualan …",2023-10-14
Nurhana Tri Utami,"Kali ke dua ke sini.
Ternyata kalau malem ramai banget, ya.
Sekarang rapi dan bersih. …",2021-10-14
