Nama,Ulasan,Tanggal
Teguh heriyanto Heriyanto,👍 …,2022-10-14
sulis tyo,tempat belanja kebutuhan dapur,2022-10-14
Ketut Ria Hertanti,Klo subuh harganya murah banget & cocok buat bakul kulakan,2022-10-14
Nieta Wahyoe,Pasarrr lumayan lengkap..,2022-10-14
Alfa Sana,Nice,2022-10-14
Evi Amalia Rosykin,"Dari zaman TK, pasar ini penyelamat ibu-ibu...",2022-10-14
Marc xtra,Tradisional market love for the,2022-10-14
Nurdin Buatan,Pasa buka pagi-pagi sekali. Tempat jual kebutuhan pokok,2022-10-14
Nopfi Yanto,Bagus,2022-10-14
Sutopo dwi cahyono,Murah-meriaah,2022-10-14
Gan Adriani,Pasarnya cukup bersih,2022-10-14
Yana Roester,lengkap . bersih .,2022-10-14
Beny Hartanto,Tempat belanja hampir tiap hari,2022-10-14
medeledhet katruk,Pecel lele sambel pete,2022-10-14
Miftahul Akbar,"Rasa jelas enak
Mercon jelas terasa duar
Rekomended buat kuliner malam",2022-10-14
Itok Darminto,Enak,2022-10-14
Wiryo Sardjono,"belanja apa2 ada disana, lengkap,",2022-10-14
Monica Shendy.,Langganan,2022-10-14
Andrean Saputra,𝑀𝑎𝑛𝑡𝑎𝑝 …,2022-10-14
Warung MOROTUMAN Seafood&Chinesefood Yogyakarta,Silahkan mampir....,2022-10-14
LB LIA YOGYAKARTA,Pasar legendaris,2022-10-14
Fy EAD,typical of traditional market in Yogyakarta.,2022-10-14
Septi Setyorini,"Komplit,murah",2022-10-14
Ukan Althaf,Murah meriah boss tapi sayangnya kotor,2022-10-14
Ronny Yahya,Tempat Belanja setiap hari,2022-10-14
Mas Yanto,Pasar yg lengkap dikawasan kota..,2022-10-14
Titi Sari,"Deket rumah, lumayan lengkap n murah",2022-10-14
Afnan Alwanuddin,"Parkirnya luas, tempatnya strategis karena ada di pinggir jalan dan dekat lampu bangjo. Sayur dan bumbu² tradisional juga lengkap",2022-10-14
kusnadi MM,Rame,2022-10-14
Mutiarailmi Mubarok,Pasarnya ramai sekali,2022-10-14
Harditya Pragola,Standarnya pasar tradisional di indonesia,2022-10-14
Nassar Paluseri,Lengkap dan murah,2022-10-14
Potato Tomato,Seperti pasar pada umumnya 🌈🌈🌈✌🏽🙌🏽✋🏽💜💙💚💛🧡❤️ …,2022-10-14
Ecko Agues Mar_112,Istimewa,2021-10-14
Johanes Christian,"Buat pecinta masakan pedas, wajib dicoba gudeg yg satu ini. Dijamin ketagihan 😄 …",2021-10-14
Atik Erwin,"Barang fresh,penjual ramah",2021-10-14
GUNAWAN AAK,Pasar Tradisional yg menyediakan kebutuhan sehari hari yg lengkap.,2021-10-14
Akhmad Syarif,Suasana transaksi kearifan lokal,2021-10-14
humairo blossoom,"Ramai, murah komplit",2021-10-14
Irine delarosa,Tempat belanja murah,2021-10-14
Jallu Gembong,Pasar idolaaakk,2021-10-14
Sigit Pras,Lengkap,2021-10-14
Dwi Hendrawanto,"Pasar traditisional ditengah kota,,,,bersih tertata nyaman belanja disini",2021-10-14
Jumputan Maharani,Semua kebutuhan dapur ada di pasar sentul...,2021-10-14
jajang setiadi,"Jaga kesehatan ,,pakai slalu masker",2021-10-14
Hedhi W,Cukup lengkap,2021-10-14
Budhi Wibowo,mantap,2021-10-14
Endang Hartini,Belanja  harian  disini,2021-10-14
Ahmad Hermawan,Nyaman.,2021-10-14
Candra Eko,Komplit dan memuaskan,2021-10-14
Rivas Andriansyah,Murah,2021-10-14
sarni kurniawan (Enny),Pasar tradisional yg lengkap,2021-10-14
Ahmad Zhafir Hernadi,Pasar pada umumnya,2021-10-14
arif hariyadi,Deket dg rumah..,2021-10-14
Bennie Fourteno Alryanto,"harganya murah kl belanjanya pagi""..
mgkn karena baru turun dari angkutan yg membawa langsung dari petaninya",2021-10-14
antok,"Lengkap, murah, bersih pasarnya",2021-10-14
Binhot Kennedi Manurung,Penuh kenangan,2021-10-14
Travel Yahutz,Pasar luas.. harga terjangkau.. komplit,2021-10-14
intan surya,Bersih,2021-10-14
Ahmad Mudatsir Gede Prabawa,pemandangan alamnya bagus,2021-10-14
Wiwit AB,Pasar yang buka sebelum subuh sampai siang,2021-10-14
Bayu Jati Raharja,Pasar tradisional yang bersih dan nyaman untuk belanja,2021-10-14
Indah Sentani,terdekat dari rumah,2021-10-14
Handoko Cahyo,Ok,2021-10-14
Muhammad Adam,Keren,2021-10-14
Sugiri Tunggul,Lumayan tertib Prokes covid,2021-10-14
Peri Aldi,Pasar yang luar biasa,2021-10-14
susilo nugroho,aman,2021-10-14
Patmi Patmi,Harga terjangkau... lumayan lengkap..,2021-10-14
Ellis Karwati (Iing),Sangat strategis,2021-10-14
Ino Avel,"Pasar langganan terdekat dari rumah , penjualnya ramah ramah",2021-10-14
Lucky Yuwono,Pasar buka pagi hari,2021-10-14
jati winarno,Enak nyaman,2021-10-14
Ali Mahmudi,Mantab,2021-10-14
Rhiziq Imam Mukhaerudin,Lengkap semua ada dan harganya murah2,2021-10-14
Cakra Atmopangarso,Tempat bersih & nyaman,2021-10-14
Lauren Tyas,Tempat jajan gethuk enak dan murah tentunya,2021-10-14
Adrianus Yoga,Tempat beli jagung mentah segar,2021-10-14
Zaitun Tri,Komplit,2021-10-14
Tetuko Yuwono,Lengkap,2021-10-14
Seyrin,Nice,2021-10-14
Andrean Setyawan,Temukan penjual idolamu .. hehehe,2021-10-14
Damar Saptoto,Bagus,2021-10-14
Isna wan,OK,2021-10-14
Oki Anggoro,pasar yang sangat lengkap👍 …,2021-10-14
Salfes Hesti,Top,2021-10-14
Yahya Saptaria,Tiap pagi belanja,2021-10-14
Ahmad Daldiri,Tukng parkirnya galak,2021-10-14
harya rifky pratama,Berbelanja di pasar mantap,2021-10-14
Sigit Pras,Pasarnya bersih,2021-10-14
daging bebek,Protokol kesehatan joss,2021-10-14
Imam Mutaqim,Bersih dan sehat,2021-10-14
Muh Yasir,"Siip,  bersih",2021-10-14
Siti Laelatus Sangadah,Pasar tradisional di jl Kusuma negara,2021-10-14
Era Indryani,Setiap hari belanja dipasar sentull,2021-10-14
Kun Widia,Pasar tradisional...,2020-10-14
elan shady,Jual bibit Alpukat,2020-10-14
serdadu kompeni,Ok,2020-10-14
Imam Safii,Pasar tradisional yg komplit,2020-10-14
andi susanto,Good,2020-10-14
Albertus handoko s,Resik,2020-10-14
Penta Bijaksana,Best traditional market,2020-10-14
Chintya Cindy,"Dekat rumah, cukup lengkap",2020-10-14
rafaela maps,"Sayuran, buah, bumbu"" dll semuanya ada dan lengkap, harganya juga murah"" ✨",2020-10-14
Ar Rasyid Fajar N,"Lokasi strategis, dekat pom bensin",2020-10-14
Slamet Madiyono,Jaga kebersihan,2020-10-14
Suro Jono,Murah,2020-10-14
Ajar Purnama,Nyaman belanja,2020-10-14
Chandra Tri.K,Mayan,2020-10-14
NATAN Ganteng.,Ramah2 pedaganya,2020-10-14
Ani Wulandari,Harga sayur tergolong murah,2020-10-14
agus suwargiyana,lumayan lengkap,2020-10-14
Mzotic YT,Tidak jauh dari pusat kota,2020-10-14
Arwan Bebek,Joss,2020-10-14
Noe Aja,Kelurahan yg deket pasar namanya kelurahan apa ya,2020-10-14
Peternak dollar,Tradisional kumplit,2020-10-14
Romadhoni Haryadi,Pasar tradisional,2020-10-14
BangJog,Mantap,2020-10-14
Meti Livia Nordica,"Jualannya macem2, semua nya ada disini. Apalagi kalau malam, ada lesehan yg sambelnya joss",2020-10-14
Agust Setya,Oke,2020-10-14
Muhammad Rohqiem,Murah dan nyaman,2020-10-14
Laras Wintang Kirana,Lengkap dan penjual sangat ramah,2020-10-14
Robikoh Ika,Temoat saya belanja murah dan lengkap,2020-10-14
Purnamaningrum,Lumayan bersih,2020-10-14
Dewi Amalia Ulfah,Good,2020-10-14
Mah Pud,Bersih dan nyaman,2020-10-14
eko priyanto,cari soto enak.......disini tempatnya,2020-10-14
Komaruzaman,jangan lupa mampir ke gudeg setan malam hari,2020-10-14
G2_18_565_Iriana Famuji Widodo _D.I.Yogyakarta,Lengkap murah,2020-10-14
Bima Aditya,harga terjangkau,2020-10-14
Surachman 19,Bersih lengkap,2020-10-14
surya Heru,"Pasar murah meriah, rame pengunjung,",2020-10-14
Yosua Lantika,Lengkap disini,2020-10-14
Lisindirasari Sari,"Ok sip, lumayan lengkap",2020-10-14
Double Six Ice Cream,Bersih..,2020-10-14
Ardi Mahendra Gunadi,Joss ramah,2020-10-14
Barnas Aradean,Lumayan komplit pedagang nya,2020-10-14
Purwanti Ipung,Bahagia,2020-10-14
Tio Jagat,Perlu dijaga kebersihannya. Ramai dan cukup baik.,2020-10-14
tunjung prihandriyo,Komplit dan murah 👍 …,2020-10-14
moch ma'ful amin,Pasar tradisional di pusat kota jogja,2020-10-14
D2 Gin,Tempat ngeteam yang nyaman 😅 …,2020-10-14
Jusron MSurur,"Traditional market, all we need ready",2020-10-14
Lucke Durke,Apa aja ada,2020-10-14
Fsblillh,Banyak jajanan pasar,2020-10-14
Tanny Ginardi,Find everythings you need here...,2020-10-14
Amin Hidayat,Mantab,2020-10-14
Slamet Wuryanto,Pasar tradisional wajib dilestarikan.....,2020-10-14
Yani Priyanto,Pasar tradisional yang lengkap di dalam kota,2020-10-14
wisaksono catur budi,Ala padang,2020-10-14
Bayu Prayudha,One of the famous traditional market in Yogyakarta,2020-10-14
irawan pradana,"kalau malam ada warung sambel mentah, pak pak parkir sama penjual jagung",2020-10-14
Agung Pambudi,Ada yg jual bakso tetelan enak,2020-10-14
Tedy Reza Pratama,Tradisional,2020-10-14
kusnanto hidayat,lengkap dan bersih pasarnya...,2020-10-14
Pujianto (Anto),Ada pengajian rutin untuk para pedagang,2020-10-14
dwitanti utami,Setiap pulang jogja nyampe pagi2 selalu nyempetin beli bubur gudeg di depan pasar sentul ini..,2020-10-14
Nanda Puspitasari,Seneng blanja disini..,2020-10-14
180303 NF,Bersih,2020-10-14
Fadhyl M,Kuy belanja,2020-10-14
Anissa Meilani Putri,super indo versi anak kosan yg missqueen kek aku,2020-10-14
Bunda Abdad&Arsya,Lengkap dan murah meriah,2020-10-14
cosmas joko,Bersih,2020-10-14
Ceklok ceklok,Kalo sore makan di lesean ps sentul,2020-10-14
Minhatin,pasar sentul,2020-10-14
Ari Lia,"Pasar tradisional  , dipinggir jalan raya jl.sultan agung,",2020-10-14
Evi Nurcahyani,Friendly traditional market in Jogjakarta,2020-10-14
Amalia Ms,"Salah satu pasar tradisional di Jogja, depan Intisari, pasar bersih dan ramah-ramah",2020-10-14
Renka Ris,Produknya lengkap banyak pilihannya,2020-10-14
Jetti trijuni,A traditional market with traditional food like ketan lupis and others...,2020-10-14
kristianto kristianto,Dekat pusat kota Jogja,2019-10-14
Mase,Pasar tradisional,2019-10-14
Agus Purnomo,Komplit,2019-10-14
Yoannes Dwi,Traditional,2019-10-14
Irfan Adi,Nyaman,2019-10-14
Himawan Aditya,Pasar yang murah dan merakyat,2019-10-14
andy “bang jack” satria,Lumayan bersih tempatnya..,2019-10-14
Dewi Mustikawati,Pasar tradisional dengan berbagai jajanan dan kebutuhan dapur,2019-10-14
Muhammad Khusnul,Mantul,2019-10-14
Servasius “Servas” Wue,Pagi sekali.. Lengkap dan murah,2019-10-14
Gatot Subroto Chanel,Tempat tengah kota,2019-10-14
Cicilia Wisudanti,Traditional market,2019-10-14
Sunksang Harygdx,Murah meriah pasar tradisional,2019-10-14
Thoriq Raihan,Banyak jajanan pasarnya,2019-10-14
MUHAMMAD DESY HIDAYAT,Pasar tradisional ciri khas jagung yg banyak penjualnya,2019-10-14
Alvi,Great,2019-10-14
bayu sabaya,Buka dari pagi buta,2019-10-14
Achmad Syawal Nurhidayatullah,Pasarnya ramai pada pagi hari,2019-10-14
gdeon tguh,Komplit,2019-10-14
Yon Kusriono,Jajanan jawa,2019-10-14
putri bapaknya,Pasar favorit pagi2,2019-10-14
andrieka budi,Pasar tradisional,2019-10-14
fahma lintang,good,2019-10-14
Sri Wahyu Hidayati,Lumayan,2019-10-14
Afrizal,Pasar Shubuh,2019-10-14
Rahmandiansyah Riwanto,Bersih rapi,2019-10-14
kino kino,Sipp,2019-10-14
Sukarjo,Ramai tiap pagi....bersih...,2019-10-14
Fahma Hafid Wardana,Oke,2019-10-14
Ngatijosiap wungon Ngatijo,Cutup kinsman..  Moon ornament until tidal mengganggu Dan.  Sampan until standby page.,2019-10-14
susilo friyambodo,Pasar kenangan waktu kuliah ....,2019-10-14
Sumar_ Tanto,berbagai kebutuhan ada di sini,2019-10-14
Arum sari,Belanja bareng si ibuk,2019-10-14
Nurtria Rendi Rahmadi,A traditional market in a modern building.,2019-10-14
bunga natalia,Menyenangkan...byk ragam dijual disana,2019-10-14
Lusi Kristiani,"Kebetulan tempat tinggal saya dekat pasar sentul.jadi hampir setiap hari belanja.enak,cukup bersih dan tersedia berbagai macam sayuran yg dibutuhkan",2019-10-14
Eko Wasisto Adi,"Pasar tradisional, ada jamu tradisional",2019-10-14
Eka Indra Jaya,Perlu  penataan,2019-10-14
Abu Aziizah,Murah meriah berselera,2019-10-14
RARA kiera,Murah,2019-10-14
semut keriting,Kok gw pernah kesini ya??,2019-10-14
Joko Saptono,"Letak strategis dipusat kota,  yg ramai dipagi hari.",2019-10-14
rivandhy satria,Nice place,2019-10-14
ToTo ABudianto,Tempat belanja dari dulu,2019-10-14
lestari attha,Pasar tradisional,2019-10-14
fahmie fajar arfianto,Traditional market... Open daily,2019-10-14
B2_Atikah Khoirun Nisa_ 088,"Waktu kecil ikut jualan bapak, sekarang udah engga :((",2019-10-14
Bambang Sutiyoso,Pasar rakyat...perlu dijaga kebersihannya,2019-10-14
kristi hartati,Favorit ku belanja...😂😂 …,2019-10-14
Monica Putri,Pasar tradisional... Barang yang dijual kurang lengkap.. Nyari besek tidak ada yang jual.. Jadi harus ke beringharjo yang lengkap,2019-10-14
Asdi Niawan (Iwe),jagung....jagung...,2019-10-14
iwe jogja,tempat buat cari Jagung dadakan,2019-10-14
bernardus legowo,My old traditional market,2019-10-14
Fina Dwi Fatma (Fina),Pasar terdekat dari mandala krida,2019-10-14
azis arlan,Pasar tradisional,2019-10-14
robertus dany,Pasar tradisional legend,2019-10-14
Pazri Abdillah,Pasar yang kebersihannya d jaga,2019-10-14
pratisto bayuwega,Bersih pasarnya,2019-10-14
Wawan Arwani Masrur,"Pasar Yogya timur, komplit",2019-10-14
Prinsollsolo Solo,"Ramai kalo pagi, murah, jajanan lengkap",2019-10-14
refan adjie,Komplittt,2019-10-14
Adreena Nasha,"Kalo kesini paling hobi soto+bakso sapi emperan pasar, rasane mantullll",2019-10-14
Edho Pehelerang,Ahoy,2019-10-14
Candra Wardhana,Gudeg barat pasar,2019-10-14
iwan j prasetyo,Pasar tradisional dengan konsep pasare resik,2019-10-14
Putri Nova,Pasar fav! Komplit,2019-10-14
Kucing Hoki,Klo belanja subuh-subuh harganya lumayan murah ketimbang belanja pagi hari,2019-10-14
Kismiati A,Pasar yang komplit dan mudah sekali mencarinya,2019-10-14
DARMAWAN TIYANG JOGJA,Jajan soto,2019-10-14
fifin julia,Pasar cukup lengkap.,2019-10-14
Aditya Prima Sanjaya,komplit,2019-10-14
Hanif Tania,bersih.. murah murah,2019-10-14
Priyanti Jogja85,Murah,2019-10-14
Tri Widarti,Dket rumah temen,2019-10-14
Mochamad Hapsakti Nurhindratno,Pasar tradisional tetep joss,2019-10-14
Indomie Brewers,Pasar yg terletak di tengah kota jogja. Bukanya cuma pagi aja. Agak sedikit kumuh tapi ya itu khas dari pasar tradisonal di jogja.,2019-10-14
Arif Hartanto,Murah dan lengkap jualannya,2019-10-14
Arbert15 Nub,Tempat bersih serta banyak barang di sini,2019-10-14
Zoel Wanis,Kuy kesini kuy,2019-10-14
Ahmad Ansori,Salah satu Pasar tradisional di jogja,2019-10-14
Bathara Dha,Nyari jeruk peres besr2 harga agak miring,2019-10-14
Muhadi Tri,"lengkap, murah",2019-10-14
Aditya Novratilova,Sayurnya seger..tempat bersih,2019-10-14
Stefani Efrilia,Ruameee nyaaa,2019-10-14
Arwan Arwan,Bersih,2019-10-14
Fabri Kurniawan,"Mau beli segala kebutuhan dapur buat masak, tersedia banyak. Tinggal pilih2 mau beli di pedagang yg mana.",2019-10-14
Christian Muryati,Sangat lengkap,2019-10-14
gamatspray jogja,Bersih,2019-10-14
Trisna Lestari,Nyaman,2019-10-14
ayu anggraeni,Pasar tradisional yg lengkap dan murah,2018-10-14
Waldi Nurhamsyah,Sukanya kalau malam ada warung makan enakk,2018-10-14
Charles Teng,Ad penjual gudeg yg enak kalo jam 8 mlem,2018-10-14
Dima Fajar,Base camp,2018-10-14
Ayahe Dhifa,Tuku freeze bandeng presto,2018-10-14
Zaitun Triza,"Pasar tradisional
Lumayan lengkap",2018-10-14
Anis Okta Cahyaningrum,Soto nya muantap,2018-10-14
Penjaga Hati,Pasar di tengah pusat kota Yogyakarta,2018-10-14
Harry Widodo,Harus pintar menawar harga,2018-10-14
Ari Risdiyanta,Bersih,2018-10-14
Gresy Griyanitasari,Many unique traditional food,2018-10-14
panji agung jatmiko,Kk,2018-10-14
Abdurrahman Hanif,Coba aja saya cuma lewat doang,2018-10-14
dwi hadi,Pasar yg rame..,2018-10-14
Danny Prasetya,Pasar malam dan barang bekas,2018-10-14
Lukman Ariwibowo,Baguss.........,2018-10-14
Agung Budi,Pasarnya cukup lengkap walaupun areanya kecil. Pasarnya bisa dibilang bersih dan rapi,2018-10-14
Rekyan Herrahni,Lengkap,2018-10-14
Latif 23,Bersih tertib,2018-10-14
Ari Wibowo,Pasar traditional yang lengkap dan nyaman,2018-10-14
Nurina Eka Anggraini,pasar yang rajin .perlu sesuatu pagi hari siap.,2018-10-14
arep windujaya,Baik banget,2018-10-14
Aldaka Jiwangga,Pasar yaitu tempat terjadinya proses jual beli,2018-10-14
Emma Purnami,Pasar tradisional yang kebersihannya terjaga. Sangat murah untuk berbelanja,2018-10-14
sriyanto sriyanto,Ramai murah komplit,2018-10-14
Sony Arwin,Bahagia bingit,2018-10-14
Rulia Agustina,Komplit bahan keperluan di dapur,2018-10-14
Anastasia Wuri H,Jagung mudanya oke okeeee...,2018-10-14
dirghayusa adhimukti,pasar,2018-10-14
Obed Sariyanto,Ya cari Makanan tradisional nih,2018-10-14
Eko Mayrindika,Everything to sell and buy,2018-10-14
Anak-Anak Nusantara,Markas kiri,2018-10-14
dar yanto,"Pasar tradisional, lengkap mau nyari jajan pasar Ok, sayur Ok....",2018-10-14
Ainun Irvanto,Pasar tradisional di Yogyakarta,2018-10-14
ya luqman nurhakim,Belanja murah di pagi hari,2018-10-14
Kristiana Kristin,Tp nya asik buat belanja,2018-10-14
Roni Junaidi,Pasar sentul murah meriah,2018-10-14
Mourizabagus Ardianto22,Lumayan enak,2018-10-14
Yan Everhard,Ok,2018-10-14
Lili Susanti,pedes nya bikin nagih banget....,2018-10-14
Prabowo Squad Jogja,Nikmat,2018-10-14
Rika Arbany,Enak enak makanannya dan murah,2018-10-14
rizal abdullah,Saya suka sekali,2018-10-14
Triono Ydtwoywd,Mantab gudegnya,2018-10-14
SUMINAH ISTIANA,Lumayan,2018-10-14
Qori Ramadhani,Enak dan pedes e puoll!!,2018-10-14
DIY Simbah TV,Tempe gembusnya enak,2018-10-14
STMGY Transport Yogyakarta,Hmmmm...,2018-10-14
Lintang Dewi P,"Pasar tradisional di jogja, namun kurang lengkap untuk jajanannya",2018-10-14
Muhammad Ridwan Firdaus,"Pasar tradisional di Sentul Yogyakarta, pusat perdagangan untuk warga Sentul dan sekitarnya. Mempertahankan pasar tradisional sama dengan memperkuat ekonomi kerakyatan.",2018-10-14
Yesus Bin Sirakh,Senang,2018-10-14
yuni hermawan,Super pedas,2018-10-14
Ika Rahma,"Rameee, lengkap jugaa",2018-10-14
paijo mas,"Sangat"" membantu",2018-10-14
indras lapas,Pasar Tradisional yg komplit,2018-10-14
Lilik Budi Setiyawan,Pedes dan bikin nangis,2018-10-14
Havika a,Complete,2018-10-14
Dwi Andang,bagi yg suka pedasss silahkan di coba,2018-10-14
Usnul Djadi,Ada bakso dan mie ayam enak di ruka depan.,2017-10-14
Asri Setiyoko,Traditional market in the center of yogyakarta,2017-10-14
Teressa Vita,Oke.. Barang murah cuman kadang suka kotor,2017-10-14
Andra Darmawan,Rasanya mantab,2017-10-14
Ein Prasetyo,Love all the traditional style of shopping  here,2017-10-14
Lek Dhie JOGJA,Mantap pedasnya.,2017-10-14
wulan wepewe,dekat dengn pasar tradisonal sentul,2017-10-14
Catherine Garrit,Lengkap buat belanja..,2017-10-14
Slamet Susanto,"Gudeg murah rasa meriah
Ditemani radio jadul bikin makin syahdu
Istimewa",2017-10-14
Nuning Sari,Jajanan tradisional komplit,2017-10-14
Cahya Nugraha,Sayuran murah,2017-10-14
Woeragil Nur Isnaeny,You can find anything here.. Lovely traditional market..,2017-10-14
MasDab Mawon,Pasar tradisional yang unik dan kuno,2017-10-14
Beni Agus Sulistyo,Pasar tradisional di tengah kota,2017-10-14
Fahmi Husein,Siip,2017-10-14
Rannie Ayu Octavia Widuri,Kalau mau cari jagung bisa disini,2017-10-14
Ferry Nurcahya96,Komplitty,2017-10-14
Vibe Elnovo,👍👍👍👍 …,2017-10-14
Chandraliand Official (Chandraliand),Bagus,2017-10-14
Anton Priyo,Pasar rakyat,2017-10-14
Cut Mayra,Pasar Tradisional Yogyakarta,2017-10-14
Andy Abon,Harga murah,2017-10-14
SYAMSUD DLUKHA,Ramai,2017-10-14
Septa Kusuma,Tempat belanja,2017-10-14
Bang Adi Good Father,yes i can goes  to this place/////,2017-10-14
Grendua Lasapa,Merakyat,2017-10-14
Ikhwan Binnurin M,"Harga konkret, nego siiph",2017-10-14
Gilang Priyambodo,"Ramai, komplit...",2017-10-14
PakBe Auto,Pasar tradisional ditengah kota,2017-10-14
Bagus Sumitro,The traditional market for buying vegetable and other food. cool market,2016-10-14
Rajindra Pragnya,Pasar tradisional yang murah dan lokasi yang dekat dengan tempat tinggal,2016-10-14
Hermawan N. Imsya Setyoko,Pasar sentul Jogja,2016-10-14
